idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop
100229,Biossido di Azoto,µg/m³,100077,NO2 Golasecca,VA,Golasecca,N         ,2011-01-01T00:00:00.000,
100230,Ozono,µg/m³,100077,O3 Golasecca,VA,Golasecca,N         ,2011-01-01T00:00:00.000,
100231,PM10,µg/m³,100077,PM10 Golasecca,VA,Golasecca,N         ,2011-01-01T00:00:00.000,
100232,Biossido di Azoto,µg/m³,100078,NO2 Gorla Maggiore,VA,Gorla Maggiore,N         ,2011-01-01T00:00:00.000,
100233,Ozono,µg/m³,100078,O3 Gorla Maggiore,VA,Gorla Maggiore,N         ,2011-01-01T00:00:00.000,
100234,PM10,µg/m³,100078,PM10 Gorla Maggiore,VA,Gorla Maggiore,N         ,2011-01-01T00:00:00.000,
100235,Biossido di Azoto,µg/m³,100079,NO2 Gorla Minore,VA,Gorla Minore,N         ,2011-01-01T00:00:00.000,
100236,Ozono,µg/m³,100079,O3 Gorla Minore,VA,Gorla Minore,N         ,2011-01-01T00:00:00.000,
100237,PM10,µg/m³,100079,PM10 Gorla Minore,VA,Gorla Minore,N         ,2011-01-01T00:00:00.000,
100238,Biossido di Azoto,µg/m³,100080,NO2 Gornate Olona,VA,Gornate Olona,N         ,2011-01-01T00:00:00.000,
100239,Ozono,µg/m³,100080,O3 Gornate Olona,VA,Gornate Olona,N         ,2011-01-01T00:00:00.000,
100240,PM10,µg/m³,100080,PM10 Gornate Olona,VA,Gornate Olona,N         ,2011-01-01T00:00:00.000,
100241,Biossido di Azoto,µg/m³,100081,NO2 Grantola,VA,Grantola,N         ,2011-01-01T00:00:00.000,
100242,Ozono,µg/m³,100081,O3 Grantola,VA,Grantola,N         ,2011-01-01T00:00:00.000,
100243,PM10,µg/m³,100081,PM10 Grantola,VA,Grantola,N         ,2011-01-01T00:00:00.000,
100244,Biossido di Azoto,µg/m³,100082,NO2 Inarzo,VA,Inarzo,N         ,2011-01-01T00:00:00.000,
100245,Ozono,µg/m³,100082,O3 Inarzo,VA,Inarzo,N         ,2011-01-01T00:00:00.000,
100246,PM10,µg/m³,100082,PM10 Inarzo,VA,Inarzo,N         ,2011-01-01T00:00:00.000,
100247,Biossido di Azoto,µg/m³,100083,NO2 Induno Olona,VA,Induno Olona,N         ,2011-01-01T00:00:00.000,
100248,Ozono,µg/m³,100083,O3 Induno Olona,VA,Induno Olona,N         ,2011-01-01T00:00:00.000,
100249,PM10,µg/m³,100083,PM10 Induno Olona,VA,Induno Olona,N         ,2011-01-01T00:00:00.000,
100250,Biossido di Azoto,µg/m³,100084,NO2 Ispra,VA,Ispra,N         ,2011-01-01T00:00:00.000,
100251,Ozono,µg/m³,100084,O3 Ispra,VA,Ispra,N         ,2011-01-01T00:00:00.000,
100252,PM10,µg/m³,100084,PM10 Ispra,VA,Ispra,N         ,2011-01-01T00:00:00.000,
100253,Biossido di Azoto,µg/m³,100085,NO2 Jerago con Orago,VA,Jerago con Orago,N         ,2011-01-01T00:00:00.000,
100254,Ozono,µg/m³,100085,O3 Jerago con Orago,VA,Jerago con Orago,N         ,2011-01-01T00:00:00.000,
100255,PM10,µg/m³,100085,PM10 Jerago con Orago,VA,Jerago con Orago,N         ,2011-01-01T00:00:00.000,
100256,Biossido di Azoto,µg/m³,100086,NO2 Lavena Ponte Tresa,VA,Lavena Ponte Tresa,N         ,2011-01-01T00:00:00.000,
100257,Ozono,µg/m³,100086,O3 Lavena Ponte Tresa,VA,Lavena Ponte Tresa,N         ,2011-01-01T00:00:00.000,
100258,PM10,µg/m³,100086,PM10 Lavena Ponte Tresa,VA,Lavena Ponte Tresa,N         ,2011-01-01T00:00:00.000,
100259,Biossido di Azoto,µg/m³,100087,NO2 Laveno-Mombello,VA,Laveno-Mombello,N         ,2011-01-01T00:00:00.000,
100260,Ozono,µg/m³,100087,O3 Laveno-Mombello,VA,Laveno-Mombello,N         ,2011-01-01T00:00:00.000,
100261,PM10,µg/m³,100087,PM10 Laveno-Mombello,VA,Laveno-Mombello,N         ,2011-01-01T00:00:00.000,
100262,Biossido di Azoto,µg/m³,100088,NO2 Leggiuno,VA,Leggiuno,N         ,2011-01-01T00:00:00.000,
100263,Ozono,µg/m³,100088,O3 Leggiuno,VA,Leggiuno,N         ,2011-01-01T00:00:00.000,
100264,PM10,µg/m³,100088,PM10 Leggiuno,VA,Leggiuno,N         ,2011-01-01T00:00:00.000,
100265,Biossido di Azoto,µg/m³,100089,NO2 Lonate Ceppino,VA,Lonate Ceppino,N         ,2011-01-01T00:00:00.000,
100266,Ozono,µg/m³,100089,O3 Lonate Ceppino,VA,Lonate Ceppino,N         ,2011-01-01T00:00:00.000,
100267,PM10,µg/m³,100089,PM10 Lonate Ceppino,VA,Lonate Ceppino,N         ,2011-01-01T00:00:00.000,
100268,Biossido di Azoto,µg/m³,100090,NO2 Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2011-01-01T00:00:00.000,
100269,Ozono,µg/m³,100090,O3 Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2011-01-01T00:00:00.000,
100270,PM10,µg/m³,100090,PM10 Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2011-01-01T00:00:00.000,
100271,Biossido di Azoto,µg/m³,100091,NO2 Lozza,VA,Lozza,N         ,2011-01-01T00:00:00.000,
100272,Ozono,µg/m³,100091,O3 Lozza,VA,Lozza,N         ,2011-01-01T00:00:00.000,
100273,PM10,µg/m³,100091,PM10 Lozza,VA,Lozza,N         ,2011-01-01T00:00:00.000,
100274,Biossido di Azoto,µg/m³,100092,NO2 Luino,VA,Luino,N         ,2011-01-01T00:00:00.000,
100275,Ozono,µg/m³,100092,O3 Luino,VA,Luino,N         ,2011-01-01T00:00:00.000,
100276,PM10,µg/m³,100092,PM10 Luino,VA,Luino,N         ,2011-01-01T00:00:00.000,
100277,Biossido di Azoto,µg/m³,100093,NO2 Luvinate,VA,Luvinate,N         ,2011-01-01T00:00:00.000,
100278,Ozono,µg/m³,100093,O3 Luvinate,VA,Luvinate,N         ,2011-01-01T00:00:00.000,
100279,PM10,µg/m³,100093,PM10 Luvinate,VA,Luvinate,N         ,2011-01-01T00:00:00.000,
100280,Biossido di Azoto,µg/m³,100094,NO2 Maccagno,VA,Maccagno,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100281,Ozono,µg/m³,100094,O3 Maccagno,VA,Maccagno,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100282,PM10,µg/m³,100094,PM10 Maccagno,VA,Maccagno,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100283,Biossido di Azoto,µg/m³,100095,NO2 Malgesso,VA,Malgesso,S         ,2011-01-01T00:00:00.000,2025-02-14T00:00:00.000
100284,Ozono,µg/m³,100095,O3 Malgesso,VA,Malgesso,S         ,2011-01-01T00:00:00.000,2025-02-14T00:00:00.000
100285,PM10,µg/m³,100095,PM10 Malgesso,VA,Malgesso,S         ,2011-01-01T00:00:00.000,2025-02-14T00:00:00.000
100286,Biossido di Azoto,µg/m³,100096,NO2 Malnate,VA,Malnate,N         ,2011-01-01T00:00:00.000,
100287,Ozono,µg/m³,100096,O3 Malnate,VA,Malnate,N         ,2011-01-01T00:00:00.000,
100288,PM10,µg/m³,100096,PM10 Malnate,VA,Malnate,N         ,2011-01-01T00:00:00.000,
100289,Biossido di Azoto,µg/m³,100097,NO2 Marchirolo,VA,Marchirolo,N         ,2011-01-01T00:00:00.000,
100290,Ozono,µg/m³,100097,O3 Marchirolo,VA,Marchirolo,N         ,2011-01-01T00:00:00.000,
100291,PM10,µg/m³,100097,PM10 Marchirolo,VA,Marchirolo,N         ,2011-01-01T00:00:00.000,
100292,Biossido di Azoto,µg/m³,100098,NO2 Marnate,VA,Marnate,N         ,2011-01-01T00:00:00.000,
100293,Ozono,µg/m³,100098,O3 Marnate,VA,Marnate,N         ,2011-01-01T00:00:00.000,
100294,PM10,µg/m³,100098,PM10 Marnate,VA,Marnate,N         ,2011-01-01T00:00:00.000,
100295,Biossido di Azoto,µg/m³,100099,NO2 Marzio,VA,Marzio,N         ,2011-01-01T00:00:00.000,
100296,Ozono,µg/m³,100099,O3 Marzio,VA,Marzio,N         ,2011-01-01T00:00:00.000,
100297,PM10,µg/m³,100099,PM10 Marzio,VA,Marzio,N         ,2011-01-01T00:00:00.000,
100298,Biossido di Azoto,µg/m³,100100,NO2 Masciago Primo,VA,Masciago Primo,N         ,2011-01-01T00:00:00.000,
100299,Ozono,µg/m³,100100,O3 Masciago Primo,VA,Masciago Primo,N         ,2011-01-01T00:00:00.000,
100300,PM10,µg/m³,100100,PM10 Masciago Primo,VA,Masciago Primo,N         ,2011-01-01T00:00:00.000,
100301,Biossido di Azoto,µg/m³,100101,NO2 Mercallo,VA,Mercallo,N         ,2011-01-01T00:00:00.000,
100302,Ozono,µg/m³,100101,O3 Mercallo,VA,Mercallo,N         ,2011-01-01T00:00:00.000,
100303,PM10,µg/m³,100101,PM10 Mercallo,VA,Mercallo,N         ,2011-01-01T00:00:00.000,
100304,Biossido di Azoto,µg/m³,100102,NO2 Mesenzana,VA,Mesenzana,N         ,2011-01-01T00:00:00.000,
100305,Ozono,µg/m³,100102,O3 Mesenzana,VA,Mesenzana,N         ,2011-01-01T00:00:00.000,
100306,PM10,µg/m³,100102,PM10 Mesenzana,VA,Mesenzana,N         ,2011-01-01T00:00:00.000,
100307,Biossido di Azoto,µg/m³,100103,NO2 Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2011-01-01T00:00:00.000,
100308,Ozono,µg/m³,100103,O3 Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2011-01-01T00:00:00.000,
100309,PM10,µg/m³,100103,PM10 Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2011-01-01T00:00:00.000,
100310,Biossido di Azoto,µg/m³,100104,NO2 Monvalle,VA,Monvalle,N         ,2011-01-01T00:00:00.000,
100311,Ozono,µg/m³,100104,O3 Monvalle,VA,Monvalle,N         ,2011-01-01T00:00:00.000,
100312,PM10,µg/m³,100104,PM10 Monvalle,VA,Monvalle,N         ,2011-01-01T00:00:00.000,
100313,Biossido di Azoto,µg/m³,100105,NO2 Morazzone,VA,Morazzone,N         ,2011-01-01T00:00:00.000,
100314,Ozono,µg/m³,100105,O3 Morazzone,VA,Morazzone,N         ,2011-01-01T00:00:00.000,
100315,PM10,µg/m³,100105,PM10 Morazzone,VA,Morazzone,N         ,2011-01-01T00:00:00.000,
100316,Biossido di Azoto,µg/m³,100106,NO2 Mornago,VA,Mornago,N         ,2011-01-01T00:00:00.000,
100317,Ozono,µg/m³,100106,O3 Mornago,VA,Mornago,N         ,2011-01-01T00:00:00.000,
100318,PM10,µg/m³,100106,PM10 Mornago,VA,Mornago,N         ,2011-01-01T00:00:00.000,
100319,Biossido di Azoto,µg/m³,100107,NO2 Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2011-01-01T00:00:00.000,
100320,Ozono,µg/m³,100107,O3 Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2011-01-01T00:00:00.000,
100321,PM10,µg/m³,100107,PM10 Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2011-01-01T00:00:00.000,
100322,Biossido di Azoto,µg/m³,100108,NO2 Olgiate Olona,VA,Olgiate Olona,N         ,2011-01-01T00:00:00.000,
100323,Ozono,µg/m³,100108,O3 Olgiate Olona,VA,Olgiate Olona,N         ,2011-01-01T00:00:00.000,
100324,PM10,µg/m³,100108,PM10 Olgiate Olona,VA,Olgiate Olona,N         ,2011-01-01T00:00:00.000,
100325,Biossido di Azoto,µg/m³,100109,NO2 Origgio,VA,Origgio,N         ,2011-01-01T00:00:00.000,
100326,Ozono,µg/m³,100109,O3 Origgio,VA,Origgio,N         ,2011-01-01T00:00:00.000,
100327,PM10,µg/m³,100109,PM10 Origgio,VA,Origgio,N         ,2011-01-01T00:00:00.000,
100328,Biossido di Azoto,µg/m³,100110,NO2 Orino,VA,Orino,N         ,2011-01-01T00:00:00.000,
100329,Ozono,µg/m³,100110,O3 Orino,VA,Orino,N         ,2011-01-01T00:00:00.000,
100330,PM10,µg/m³,100110,PM10 Orino,VA,Orino,N         ,2011-01-01T00:00:00.000,
100331,Biossido di Azoto,µg/m³,100111,NO2 Osmate,VA,Osmate,S         ,2011-01-01T00:00:00.000,2022-11-18T00:00:00.000
100332,Ozono,µg/m³,100111,O3 Osmate,VA,Osmate,S         ,2011-01-01T00:00:00.000,2022-11-18T07:00:00.000
100333,PM10,µg/m³,100111,PM10 Osmate,VA,Osmate,S         ,2011-01-01T00:00:00.000,2022-11-17T00:00:00.000
100334,Biossido di Azoto,µg/m³,100112,NO2 Pino sulla Sponda del Lago Maggiore,VA,Pino sulla Sponda del Lago Maggiore,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100335,Ozono,µg/m³,100112,O3 Pino sulla Sponda del Lago Maggiore,VA,Pino sulla Sponda del Lago Maggiore,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100336,PM10,µg/m³,100112,PM10 Pino sulla Sponda del Lago Maggiore,VA,Pino sulla Sponda del Lago Maggiore,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100337,Biossido di Azoto,µg/m³,100113,NO2 Porto Ceresio,VA,Porto Ceresio,N         ,2011-01-01T00:00:00.000,
100338,Ozono,µg/m³,100113,O3 Porto Ceresio,VA,Porto Ceresio,N         ,2011-01-01T00:00:00.000,
100339,PM10,µg/m³,100113,PM10 Porto Ceresio,VA,Porto Ceresio,N         ,2011-01-01T00:00:00.000,
100340,Biossido di Azoto,µg/m³,100114,NO2 Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2011-01-01T00:00:00.000,
100341,Ozono,µg/m³,100114,O3 Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2011-01-01T00:00:00.000,
100342,PM10,µg/m³,100114,PM10 Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2011-01-01T00:00:00.000,
100343,Biossido di Azoto,µg/m³,100115,NO2 Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2011-01-01T00:00:00.000,
100344,Ozono,µg/m³,100115,O3 Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2011-01-01T00:00:00.000,
100345,PM10,µg/m³,100115,PM10 Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2011-01-01T00:00:00.000,
100346,Biossido di Azoto,µg/m³,100116,NO2 Ranco,VA,Ranco,N         ,2011-01-01T00:00:00.000,
100347,Ozono,µg/m³,100116,O3 Ranco,VA,Ranco,N         ,2011-01-01T00:00:00.000,
100348,PM10,µg/m³,100116,PM10 Ranco,VA,Ranco,N         ,2011-01-01T00:00:00.000,
100349,Biossido di Azoto,µg/m³,100117,NO2 Saltrio,VA,Saltrio,N         ,2011-01-01T00:00:00.000,
100350,Ozono,µg/m³,100117,O3 Saltrio,VA,Saltrio,N         ,2011-01-01T00:00:00.000,
100351,PM10,µg/m³,100117,PM10 Saltrio,VA,Saltrio,N         ,2011-01-01T00:00:00.000,
100352,Biossido di Azoto,µg/m³,100118,NO2 Samarate,VA,Samarate,N         ,2011-01-01T00:00:00.000,
100353,Ozono,µg/m³,100118,O3 Samarate,VA,Samarate,N         ,2011-01-01T00:00:00.000,
100354,PM10,µg/m³,100118,PM10 Samarate,VA,Samarate,N         ,2011-01-01T00:00:00.000,
100355,Biossido di Azoto,µg/m³,100119,NO2 Saronno,VA,Saronno,N         ,2011-01-01T00:00:00.000,
100356,Ozono,µg/m³,100119,O3 Saronno,VA,Saronno,N         ,2011-01-01T00:00:00.000,
100357,PM10,µg/m³,100119,PM10 Saronno,VA,Saronno,N         ,2011-01-01T00:00:00.000,
100358,Biossido di Azoto,µg/m³,100120,NO2 Sesto Calende,VA,Sesto Calende,N         ,2011-01-01T00:00:00.000,
100359,Ozono,µg/m³,100120,O3 Sesto Calende,VA,Sesto Calende,N         ,2011-01-01T00:00:00.000,
100360,PM10,µg/m³,100120,PM10 Sesto Calende,VA,Sesto Calende,N         ,2011-01-01T00:00:00.000,
100361,Biossido di Azoto,µg/m³,100121,NO2 Solbiate Arno,VA,Solbiate Arno,N         ,2011-01-01T00:00:00.000,
100362,Ozono,µg/m³,100121,O3 Solbiate Arno,VA,Solbiate Arno,N         ,2011-01-01T00:00:00.000,
100363,PM10,µg/m³,100121,PM10 Solbiate Arno,VA,Solbiate Arno,N         ,2011-01-01T00:00:00.000,
100364,Biossido di Azoto,µg/m³,100122,NO2 Solbiate Olona,VA,Solbiate Olona,N         ,2011-01-01T00:00:00.000,
100365,Ozono,µg/m³,100122,O3 Solbiate Olona,VA,Solbiate Olona,N         ,2011-01-01T00:00:00.000,
100366,PM10,µg/m³,100122,PM10 Solbiate Olona,VA,Solbiate Olona,N         ,2011-01-01T00:00:00.000,
100367,Biossido di Azoto,µg/m³,100123,NO2 Somma Lombardo,VA,Somma Lombardo,N         ,2011-01-01T00:00:00.000,
100368,Ozono,µg/m³,100123,O3 Somma Lombardo,VA,Somma Lombardo,N         ,2011-01-01T00:00:00.000,
100369,PM10,µg/m³,100123,PM10 Somma Lombardo,VA,Somma Lombardo,N         ,2011-01-01T00:00:00.000,
100370,Biossido di Azoto,µg/m³,100124,NO2 Sumirago,VA,Sumirago,N         ,2011-01-01T00:00:00.000,
100371,Ozono,µg/m³,100124,O3 Sumirago,VA,Sumirago,N         ,2011-01-01T00:00:00.000,
100372,PM10,µg/m³,100124,PM10 Sumirago,VA,Sumirago,N         ,2011-01-01T00:00:00.000,
100373,Biossido di Azoto,µg/m³,100125,NO2 Taino,VA,Taino,N         ,2011-01-01T00:00:00.000,
100374,Ozono,µg/m³,100125,O3 Taino,VA,Taino,N         ,2011-01-01T00:00:00.000,
100375,PM10,µg/m³,100125,PM10 Taino,VA,Taino,N         ,2011-01-01T00:00:00.000,
100376,Biossido di Azoto,µg/m³,100126,NO2 Ternate,VA,Ternate,N         ,2011-01-01T00:00:00.000,
100377,Ozono,µg/m³,100126,O3 Ternate,VA,Ternate,N         ,2011-01-01T00:00:00.000,
100378,PM10,µg/m³,100126,PM10 Ternate,VA,Ternate,N         ,2011-01-01T00:00:00.000,
100379,Biossido di Azoto,µg/m³,100127,NO2 Tradate,VA,Tradate,N         ,2011-01-01T00:00:00.000,
100380,Ozono,µg/m³,100127,O3 Tradate,VA,Tradate,N         ,2011-01-01T00:00:00.000,
100381,PM10,µg/m³,100127,PM10 Tradate,VA,Tradate,N         ,2011-01-01T00:00:00.000,
100382,Biossido di Azoto,µg/m³,100128,NO2 Travedona-Monate,VA,Travedona-Monate,N         ,2011-01-01T00:00:00.000,
100383,Ozono,µg/m³,100128,O3 Travedona-Monate,VA,Travedona-Monate,N         ,2011-01-01T00:00:00.000,
100384,PM10,µg/m³,100128,PM10 Travedona-Monate,VA,Travedona-Monate,N         ,2011-01-01T00:00:00.000,
100385,Biossido di Azoto,µg/m³,100129,NO2 Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2011-01-01T00:00:00.000,
100386,Ozono,µg/m³,100129,O3 Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2011-01-01T00:00:00.000,
100387,PM10,µg/m³,100129,PM10 Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2011-01-01T00:00:00.000,
100388,Biossido di Azoto,µg/m³,100130,NO2 Uboldo,VA,Uboldo,N         ,2011-01-01T00:00:00.000,
100389,Ozono,µg/m³,100130,O3 Uboldo,VA,Uboldo,N         ,2011-01-01T00:00:00.000,
100390,PM10,µg/m³,100130,PM10 Uboldo,VA,Uboldo,N         ,2011-01-01T00:00:00.000,
100391,Biossido di Azoto,µg/m³,100131,NO2 Valganna,VA,Valganna,N         ,2011-01-01T00:00:00.000,
100392,Ozono,µg/m³,100131,O3 Valganna,VA,Valganna,N         ,2011-01-01T00:00:00.000,
100393,PM10,µg/m³,100131,PM10 Valganna,VA,Valganna,N         ,2011-01-01T00:00:00.000,
100394,Biossido di Azoto,µg/m³,100132,NO2 Varano Borghi,VA,Varano Borghi,N         ,2011-01-01T00:00:00.000,
100395,Ozono,µg/m³,100132,O3 Varano Borghi,VA,Varano Borghi,N         ,2011-01-01T00:00:00.000,
100396,PM10,µg/m³,100132,PM10 Varano Borghi,VA,Varano Borghi,N         ,2011-01-01T00:00:00.000,
100397,Biossido di Azoto,µg/m³,100133,NO2 Varese,VA,Varese,N         ,2011-01-01T00:00:00.000,
100398,Ozono,µg/m³,100133,O3 Varese,VA,Varese,N         ,2011-01-01T00:00:00.000,
100399,PM10,µg/m³,100133,PM10 Varese,VA,Varese,N         ,2011-01-01T00:00:00.000,
100400,Biossido di Azoto,µg/m³,100134,NO2 Vedano Olona,VA,Vedano Olona,N         ,2011-01-01T00:00:00.000,
100401,Ozono,µg/m³,100134,O3 Vedano Olona,VA,Vedano Olona,N         ,2011-01-01T00:00:00.000,
100402,PM10,µg/m³,100134,PM10 Vedano Olona,VA,Vedano Olona,N         ,2011-01-01T00:00:00.000,
100403,Biossido di Azoto,µg/m³,100135,NO2 Veddasca,VA,Veddasca,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100404,Ozono,µg/m³,100135,O3 Veddasca,VA,Veddasca,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000
100405,PM10,µg/m³,100135,PM10 Veddasca,VA,Veddasca,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000
100406,Biossido di Azoto,µg/m³,100136,NO2 Venegono Inferiore,VA,Venegono Inferiore,N         ,2011-01-01T00:00:00.000,
100407,Ozono,µg/m³,100136,O3 Venegono Inferiore,VA,Venegono Inferiore,N         ,2011-01-01T00:00:00.000,
100408,PM10,µg/m³,100136,PM10 Venegono Inferiore,VA,Venegono Inferiore,N         ,2011-01-01T00:00:00.000,
100409,Biossido di Azoto,µg/m³,100137,NO2 Venegono Superiore,VA,Venegono Superiore,N         ,2011-01-01T00:00:00.000,
100410,Ozono,µg/m³,100137,O3 Venegono Superiore,VA,Venegono Superiore,N         ,2011-01-01T00:00:00.000,
100411,PM10,µg/m³,100137,PM10 Venegono Superiore,VA,Venegono Superiore,N         ,2011-01-01T00:00:00.000,
100412,Biossido di Azoto,µg/m³,100138,NO2 Vergiate,VA,Vergiate,N         ,2011-01-01T00:00:00.000,
100413,Ozono,µg/m³,100138,O3 Vergiate,VA,Vergiate,N         ,2011-01-01T00:00:00.000,
100414,PM10,µg/m³,100138,PM10 Vergiate,VA,Vergiate,N         ,2011-01-01T00:00:00.000,
100415,Biossido di Azoto,µg/m³,100139,NO2 Viggiù,VA,Viggiù,N         ,2011-01-01T00:00:00.000,
100416,Ozono,µg/m³,100139,O3 Viggiù,VA,Viggiù,N         ,2011-01-01T00:00:00.000,
100417,PM10,µg/m³,100139,PM10 Viggiù,VA,Viggiù,N         ,2011-01-01T00:00:00.000,
100418,Biossido di Azoto,µg/m³,100140,NO2 Vizzola Ticino,VA,Vizzola Ticino,N         ,2011-01-01T00:00:00.000,
100419,Ozono,µg/m³,100140,O3 Vizzola Ticino,VA,Vizzola Ticino,N         ,2011-01-01T00:00:00.000,
100420,PM10,µg/m³,100140,PM10 Vizzola Ticino,VA,Vizzola Ticino,N         ,2011-01-01T00:00:00.000,
100421,Biossido di Azoto,µg/m³,100141,NO2 Sangiano,VA,Sangiano,N         ,2011-01-01T00:00:00.000,
100422,Ozono,µg/m³,100141,O3 Sangiano,VA,Sangiano,N         ,2011-01-01T00:00:00.000,
100423,PM10,µg/m³,100141,PM10 Sangiano,VA,Sangiano,N         ,2011-01-01T00:00:00.000,
100424,Biossido di Azoto,µg/m³,100142,NO2 Albavilla,CO,Albavilla,N         ,2011-01-01T00:00:00.000,
100425,Ozono,µg/m³,100142,O3 Albavilla,CO,Albavilla,N         ,2011-01-01T00:00:00.000,
100426,PM10,µg/m³,100142,PM10 Albavilla,CO,Albavilla,N         ,2011-01-01T00:00:00.000,
100427,Biossido di Azoto,µg/m³,100143,NO2 Albese con Cassano,CO,Albese con Cassano,N         ,2011-01-01T00:00:00.000,
100428,Ozono,µg/m³,100143,O3 Albese con Cassano,CO,Albese con Cassano,N         ,2011-01-01T00:00:00.000,
100429,PM10,µg/m³,100143,PM10 Albese con Cassano,CO,Albese con Cassano,N         ,2011-01-01T00:00:00.000,
100430,Biossido di Azoto,µg/m³,100144,NO2 Albiolo,CO,Albiolo,N         ,2011-01-01T00:00:00.000,
100431,Ozono,µg/m³,100144,O3 Albiolo,CO,Albiolo,N         ,2011-01-01T00:00:00.000,
100432,PM10,µg/m³,100144,PM10 Albiolo,CO,Albiolo,N         ,2011-01-01T00:00:00.000,
100433,Biossido di Azoto,µg/m³,100145,NO2 Alserio,CO,Alserio,N         ,2011-01-01T00:00:00.000,
100434,Ozono,µg/m³,100145,O3 Alserio,CO,Alserio,N         ,2011-01-01T00:00:00.000,
100435,PM10,µg/m³,100145,PM10 Alserio,CO,Alserio,N         ,2011-01-01T00:00:00.000,
100436,Biossido di Azoto,µg/m³,100146,NO2 Alzate Brianza,CO,Alzate Brianza,N         ,2011-01-01T00:00:00.000,
100437,Ozono,µg/m³,100146,O3 Alzate Brianza,CO,Alzate Brianza,N         ,2011-01-01T00:00:00.000,
100438,PM10,µg/m³,100146,PM10 Alzate Brianza,CO,Alzate Brianza,N         ,2011-01-01T00:00:00.000,
100439,Biossido di Azoto,µg/m³,100147,NO2 Anzano del Parco,CO,Anzano del Parco,N         ,2011-01-01T00:00:00.000,
100440,Ozono,µg/m³,100147,O3 Anzano del Parco,CO,Anzano del Parco,N         ,2011-01-01T00:00:00.000,
100441,PM10,µg/m³,100147,PM10 Anzano del Parco,CO,Anzano del Parco,N         ,2011-01-01T00:00:00.000,
100442,Biossido di Azoto,µg/m³,100148,NO2 Appiano Gentile,CO,Appiano Gentile,N         ,2011-01-01T00:00:00.000,
100443,Ozono,µg/m³,100148,O3 Appiano Gentile,CO,Appiano Gentile,N         ,2011-01-01T00:00:00.000,
100444,PM10,µg/m³,100148,PM10 Appiano Gentile,CO,Appiano Gentile,N         ,2011-01-01T00:00:00.000,
100445,Biossido di Azoto,µg/m³,100149,NO2 Argegno,CO,Argegno,N         ,2011-01-01T00:00:00.000,
100446,Ozono,µg/m³,100149,O3 Argegno,CO,Argegno,N         ,2011-01-01T00:00:00.000,
100447,PM10,µg/m³,100149,PM10 Argegno,CO,Argegno,N         ,2011-01-01T00:00:00.000,
100448,Biossido di Azoto,µg/m³,100150,NO2 Arosio,CO,Arosio,N         ,2011-01-01T00:00:00.000,
100449,Ozono,µg/m³,100150,O3 Arosio,CO,Arosio,N         ,2011-01-01T00:00:00.000,
100450,PM10,µg/m³,100150,PM10 Arosio,CO,Arosio,N         ,2011-01-01T00:00:00.000,
