idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop
116510,Ozono,µg/m³,100160,O3 Urbanizzato Bregnano,CO,Bregnano,N         ,2011-01-01T00:00:00.000,
116511,PM10,µg/m³,100160,PM10 Urbanizzato Bregnano,CO,Bregnano,N         ,2011-01-01T00:00:00.000,
116512,Biossido di Azoto,µg/m³,100161,NO2 Urbanizzato Brenna,CO,Brenna,N         ,2011-01-01T00:00:00.000,
116513,Ozono,µg/m³,100161,O3 Urbanizzato Brenna,CO,Brenna,N         ,2011-01-01T00:00:00.000,
116514,PM10,µg/m³,100161,PM10 Urbanizzato Brenna,CO,Brenna,N         ,2011-01-01T00:00:00.000,
116515,Biossido di Azoto,µg/m³,100162,NO2 Urbanizzato Brienno,CO,Brienno,N         ,2011-01-01T00:00:00.000,
116516,Ozono,µg/m³,100162,O3 Urbanizzato Brienno,CO,Brienno,N         ,2011-01-01T00:00:00.000,
116517,PM10,µg/m³,100162,PM10 Urbanizzato Brienno,CO,Brienno,N         ,2011-01-01T00:00:00.000,
116518,Biossido di Azoto,µg/m³,100163,NO2 Urbanizzato Brunate,CO,Brunate,N         ,2011-01-01T00:00:00.000,
116519,Ozono,µg/m³,100163,O3 Urbanizzato Brunate,CO,Brunate,N         ,2011-01-01T00:00:00.000,
116520,PM10,µg/m³,100163,PM10 Urbanizzato Brunate,CO,Brunate,N         ,2011-01-01T00:00:00.000,
116521,Biossido di Azoto,µg/m³,100164,NO2 Urbanizzato Bulgarograsso,CO,Bulgarograsso,N         ,2011-01-01T00:00:00.000,
116522,Ozono,µg/m³,100164,O3 Urbanizzato Bulgarograsso,CO,Bulgarograsso,N         ,2011-01-01T00:00:00.000,
116523,PM10,µg/m³,100164,PM10 Urbanizzato Bulgarograsso,CO,Bulgarograsso,N         ,2011-01-01T00:00:00.000,
116524,Biossido di Azoto,µg/m³,100165,NO2 Urbanizzato Cabiate,CO,Cabiate,N         ,2011-01-01T00:00:00.000,
116525,Ozono,µg/m³,100165,O3 Urbanizzato Cabiate,CO,Cabiate,N         ,2011-01-01T00:00:00.000,
116526,PM10,µg/m³,100165,PM10 Urbanizzato Cabiate,CO,Cabiate,N         ,2011-01-01T00:00:00.000,
116527,Biossido di Azoto,µg/m³,100166,NO2 Urbanizzato Cadorago,CO,Cadorago,N         ,2011-01-01T00:00:00.000,
116528,Ozono,µg/m³,100166,O3 Urbanizzato Cadorago,CO,Cadorago,N         ,2011-01-01T00:00:00.000,
116529,PM10,µg/m³,100166,PM10 Urbanizzato Cadorago,CO,Cadorago,N         ,2011-01-01T00:00:00.000,
116530,Biossido di Azoto,µg/m³,100167,NO2 Urbanizzato Caglio,CO,Caglio,N         ,2011-01-01T00:00:00.000,
116531,Ozono,µg/m³,100167,O3 Urbanizzato Caglio,CO,Caglio,N         ,2011-01-01T00:00:00.000,
116532,PM10,µg/m³,100167,PM10 Urbanizzato Caglio,CO,Caglio,N         ,2011-01-01T00:00:00.000,
116536,Biossido di Azoto,µg/m³,100169,NO2 Urbanizzato Campione d'Italia,CO,Campione d'Italia,N         ,2011-01-01T00:00:00.000,
116537,Ozono,µg/m³,100169,O3 Urbanizzato Campione d'Italia,CO,Campione d'Italia,N         ,2011-01-01T00:00:00.000,
116538,PM10,µg/m³,100169,PM10 Urbanizzato Campione d'Italia,CO,Campione d'Italia,N         ,2011-01-01T00:00:00.000,
116539,Biossido di Azoto,µg/m³,100170,NO2 Urbanizzato Cantù,CO,Cantù,N         ,2011-01-01T00:00:00.000,
116540,Ozono,µg/m³,100170,O3 Urbanizzato Cantù,CO,Cantù,N         ,2011-01-01T00:00:00.000,
116541,PM10,µg/m³,100170,PM10 Urbanizzato Cantù,CO,Cantù,N         ,2011-01-01T00:00:00.000,
116542,Biossido di Azoto,µg/m³,100171,NO2 Urbanizzato Canzo,CO,Canzo,N         ,2011-01-01T00:00:00.000,
116543,Ozono,µg/m³,100171,O3 Urbanizzato Canzo,CO,Canzo,N         ,2011-01-01T00:00:00.000,
116544,PM10,µg/m³,100171,PM10 Urbanizzato Canzo,CO,Canzo,N         ,2011-01-01T00:00:00.000,
116545,Biossido di Azoto,µg/m³,100172,NO2 Urbanizzato Capiago Intimiano,CO,Capiago Intimiano,N         ,2011-01-01T00:00:00.000,
116546,Ozono,µg/m³,100172,O3 Urbanizzato Capiago Intimiano,CO,Capiago Intimiano,N         ,2011-01-01T00:00:00.000,
116547,PM10,µg/m³,100172,PM10 Urbanizzato Capiago Intimiano,CO,Capiago Intimiano,N         ,2011-01-01T00:00:00.000,
116548,Biossido di Azoto,µg/m³,100173,NO2 Urbanizzato Carate Urio,CO,Carate Urio,N         ,2011-01-01T00:00:00.000,
116549,Ozono,µg/m³,100173,O3 Urbanizzato Carate Urio,CO,Carate Urio,N         ,2011-01-01T00:00:00.000,
116550,PM10,µg/m³,100173,PM10 Urbanizzato Carate Urio,CO,Carate Urio,N         ,2011-01-01T00:00:00.000,
116551,Biossido di Azoto,µg/m³,100174,NO2 Urbanizzato Carbonate,CO,Carbonate,N         ,2011-01-01T00:00:00.000,
116552,Ozono,µg/m³,100174,O3 Urbanizzato Carbonate,CO,Carbonate,N         ,2011-01-01T00:00:00.000,
116553,PM10,µg/m³,100174,PM10 Urbanizzato Carbonate,CO,Carbonate,N         ,2011-01-01T00:00:00.000,
116554,Biossido di Azoto,µg/m³,100175,NO2 Urbanizzato Carimate,CO,Carimate,N         ,2011-01-01T00:00:00.000,
116555,Ozono,µg/m³,100175,O3 Urbanizzato Carimate,CO,Carimate,N         ,2011-01-01T00:00:00.000,
116556,PM10,µg/m³,100175,PM10 Urbanizzato Carimate,CO,Carimate,N         ,2011-01-01T00:00:00.000,
116557,Biossido di Azoto,µg/m³,100176,NO2 Urbanizzato Carlazzo,CO,Carlazzo,N         ,2011-01-01T00:00:00.000,
116558,Ozono,µg/m³,100176,O3 Urbanizzato Carlazzo,CO,Carlazzo,N         ,2011-01-01T00:00:00.000,
116559,PM10,µg/m³,100176,PM10 Urbanizzato Carlazzo,CO,Carlazzo,N         ,2011-01-01T00:00:00.000,
116560,Biossido di Azoto,µg/m³,100177,NO2 Urbanizzato Carugo,CO,Carugo,N         ,2011-01-01T00:00:00.000,
116561,Ozono,µg/m³,100177,O3 Urbanizzato Carugo,CO,Carugo,N         ,2011-01-01T00:00:00.000,
116562,PM10,µg/m³,100177,PM10 Urbanizzato Carugo,CO,Carugo,N         ,2011-01-01T00:00:00.000,
116566,Biossido di Azoto,µg/m³,100179,NO2 Urbanizzato Caslino d'Erba,CO,Caslino d'Erba,N         ,2011-01-01T00:00:00.000,
116567,Ozono,µg/m³,100179,O3 Urbanizzato Caslino d'Erba,CO,Caslino d'Erba,N         ,2011-01-01T00:00:00.000,
116568,PM10,µg/m³,100179,PM10 Urbanizzato Caslino d'Erba,CO,Caslino d'Erba,N         ,2011-01-01T00:00:00.000,
116569,Biossido di Azoto,µg/m³,100180,NO2 Urbanizzato Casnate con Bernate,CO,Casnate con Bernate,N         ,2011-01-01T00:00:00.000,
116570,Ozono,µg/m³,100180,O3 Urbanizzato Casnate con Bernate,CO,Casnate con Bernate,N         ,2011-01-01T00:00:00.000,
116571,PM10,µg/m³,100180,PM10 Urbanizzato Casnate con Bernate,CO,Casnate con Bernate,N         ,2011-01-01T00:00:00.000,
116572,Biossido di Azoto,µg/m³,100181,NO2 Urbanizzato Cassina Rizzardi,CO,Cassina Rizzardi,N         ,2011-01-01T00:00:00.000,
116573,Ozono,µg/m³,100181,O3 Urbanizzato Cassina Rizzardi,CO,Cassina Rizzardi,N         ,2011-01-01T00:00:00.000,
116574,PM10,µg/m³,100181,PM10 Urbanizzato Cassina Rizzardi,CO,Cassina Rizzardi,N         ,2011-01-01T00:00:00.000,
116575,Biossido di Azoto,µg/m³,100182,NO2 Urbanizzato Castelmarte,CO,Castelmarte,N         ,2011-01-01T00:00:00.000,
116576,Ozono,µg/m³,100182,O3 Urbanizzato Castelmarte,CO,Castelmarte,N         ,2011-01-01T00:00:00.000,
116577,PM10,µg/m³,100182,PM10 Urbanizzato Castelmarte,CO,Castelmarte,N         ,2011-01-01T00:00:00.000,
116578,Biossido di Azoto,µg/m³,100183,NO2 Urbanizzato Castelnuovo Bozzente,CO,Castelnuovo Bozzente,N         ,2011-01-01T00:00:00.000,
116579,Ozono,µg/m³,100183,O3 Urbanizzato Castelnuovo Bozzente,CO,Castelnuovo Bozzente,N         ,2011-01-01T00:00:00.000,
116580,PM10,µg/m³,100183,PM10 Urbanizzato Castelnuovo Bozzente,CO,Castelnuovo Bozzente,N         ,2011-01-01T00:00:00.000,
116587,Biossido di Azoto,µg/m³,100186,NO2 Urbanizzato Cavargna,CO,Cavargna,N         ,2011-01-01T00:00:00.000,
116588,Ozono,µg/m³,100186,O3 Urbanizzato Cavargna,CO,Cavargna,N         ,2011-01-01T00:00:00.000,
116589,PM10,µg/m³,100186,PM10 Urbanizzato Cavargna,CO,Cavargna,N         ,2011-01-01T00:00:00.000,
116590,Biossido di Azoto,µg/m³,100187,NO2 Urbanizzato Cerano d'Intelvi,CO,Cerano d'Intelvi,N         ,2011-01-01T00:00:00.000,
116591,Ozono,µg/m³,100187,O3 Urbanizzato Cerano d'Intelvi,CO,Cerano d'Intelvi,N         ,2011-01-01T00:00:00.000,
116592,PM10,µg/m³,100187,PM10 Urbanizzato Cerano d'Intelvi,CO,Cerano d'Intelvi,N         ,2011-01-01T00:00:00.000,
116593,Biossido di Azoto,µg/m³,100188,NO2 Urbanizzato Cermenate,CO,Cermenate,N         ,2011-01-01T00:00:00.000,
116594,Ozono,µg/m³,100188,O3 Urbanizzato Cermenate,CO,Cermenate,N         ,2011-01-01T00:00:00.000,
116595,PM10,µg/m³,100188,PM10 Urbanizzato Cermenate,CO,Cermenate,N         ,2011-01-01T00:00:00.000,
116596,Biossido di Azoto,µg/m³,100189,NO2 Urbanizzato Cernobbio,CO,Cernobbio,N         ,2011-01-01T00:00:00.000,
116597,Ozono,µg/m³,100189,O3 Urbanizzato Cernobbio,CO,Cernobbio,N         ,2011-01-01T00:00:00.000,
116598,PM10,µg/m³,100189,PM10 Urbanizzato Cernobbio,CO,Cernobbio,N         ,2011-01-01T00:00:00.000,
116599,Biossido di Azoto,µg/m³,100190,NO2 Urbanizzato Cirimido,CO,Cirimido,N         ,2011-01-01T00:00:00.000,
116600,Ozono,µg/m³,100190,O3 Urbanizzato Cirimido,CO,Cirimido,N         ,2011-01-01T00:00:00.000,
116601,PM10,µg/m³,100190,PM10 Urbanizzato Cirimido,CO,Cirimido,N         ,2011-01-01T00:00:00.000,
116605,Biossido di Azoto,µg/m³,100192,NO2 Urbanizzato Claino con Osteno,CO,Claino con Osteno,N         ,2011-01-01T00:00:00.000,
116606,Ozono,µg/m³,100192,O3 Urbanizzato Claino con Osteno,CO,Claino con Osteno,N         ,2011-01-01T00:00:00.000,
116607,PM10,µg/m³,100192,PM10 Urbanizzato Claino con Osteno,CO,Claino con Osteno,N         ,2011-01-01T00:00:00.000,
116608,Biossido di Azoto,µg/m³,100193,NO2 Urbanizzato Colonno,CO,Colonno,N         ,2011-01-01T00:00:00.000,
116609,Ozono,µg/m³,100193,O3 Urbanizzato Colonno,CO,Colonno,N         ,2011-01-01T00:00:00.000,
116610,PM10,µg/m³,100193,PM10 Urbanizzato Colonno,CO,Colonno,N         ,2011-01-01T00:00:00.000,
116611,Biossido di Azoto,µg/m³,100194,NO2 Urbanizzato Como,CO,Como,N         ,2011-01-01T00:00:00.000,
116612,Ozono,µg/m³,100194,O3 Urbanizzato Como,CO,Como,N         ,2011-01-01T00:00:00.000,
116613,PM10,µg/m³,100194,PM10 Urbanizzato Como,CO,Como,N         ,2011-01-01T00:00:00.000,
116614,Biossido di Azoto,µg/m³,100195,NO2 Urbanizzato Corrido,CO,Corrido,N         ,2011-01-01T00:00:00.000,
116615,Ozono,µg/m³,100195,O3 Urbanizzato Corrido,CO,Corrido,N         ,2011-01-01T00:00:00.000,
116616,PM10,µg/m³,100195,PM10 Urbanizzato Corrido,CO,Corrido,N         ,2011-01-01T00:00:00.000,
116617,Biossido di Azoto,µg/m³,100196,NO2 Urbanizzato Cremia,CO,Cremia,N         ,2011-01-01T00:00:00.000,
116618,Ozono,µg/m³,100196,O3 Urbanizzato Cremia,CO,Cremia,N         ,2011-01-01T00:00:00.000,
116619,PM10,µg/m³,100196,PM10 Urbanizzato Cremia,CO,Cremia,N         ,2011-01-01T00:00:00.000,
116620,Biossido di Azoto,µg/m³,100197,NO2 Urbanizzato Cucciago,CO,Cucciago,N         ,2011-01-01T00:00:00.000,
116621,Ozono,µg/m³,100197,O3 Urbanizzato Cucciago,CO,Cucciago,N         ,2011-01-01T00:00:00.000,
116622,PM10,µg/m³,100197,PM10 Urbanizzato Cucciago,CO,Cucciago,N         ,2011-01-01T00:00:00.000,
116623,Biossido di Azoto,µg/m³,100198,NO2 Urbanizzato Cusino,CO,Cusino,N         ,2011-01-01T00:00:00.000,
116624,Ozono,µg/m³,100198,O3 Urbanizzato Cusino,CO,Cusino,N         ,2011-01-01T00:00:00.000,
116625,PM10,µg/m³,100198,PM10 Urbanizzato Cusino,CO,Cusino,N         ,2011-01-01T00:00:00.000,
116626,Biossido di Azoto,µg/m³,100199,NO2 Urbanizzato Dizzasco,CO,Dizzasco,N         ,2011-01-01T00:00:00.000,
116627,Ozono,µg/m³,100199,O3 Urbanizzato Dizzasco,CO,Dizzasco,N         ,2011-01-01T00:00:00.000,
116628,PM10,µg/m³,100199,PM10 Urbanizzato Dizzasco,CO,Dizzasco,N         ,2011-01-01T00:00:00.000,
116629,Biossido di Azoto,µg/m³,100200,NO2 Urbanizzato Domaso,CO,Domaso,N         ,2011-01-01T00:00:00.000,
116630,Ozono,µg/m³,100200,O3 Urbanizzato Domaso,CO,Domaso,N         ,2011-01-01T00:00:00.000,
116631,PM10,µg/m³,100200,PM10 Urbanizzato Domaso,CO,Domaso,N         ,2011-01-01T00:00:00.000,
116632,Biossido di Azoto,µg/m³,100201,NO2 Urbanizzato Dongo,CO,Dongo,N         ,2011-01-01T00:00:00.000,
116633,Ozono,µg/m³,100201,O3 Urbanizzato Dongo,CO,Dongo,N         ,2011-01-01T00:00:00.000,
116634,PM10,µg/m³,100201,PM10 Urbanizzato Dongo,CO,Dongo,N         ,2011-01-01T00:00:00.000,
116635,Biossido di Azoto,µg/m³,100202,NO2 Urbanizzato Dosso del Liro,CO,Dosso del Liro,N         ,2011-01-01T00:00:00.000,
116636,Ozono,µg/m³,100202,O3 Urbanizzato Dosso del Liro,CO,Dosso del Liro,N         ,2011-01-01T00:00:00.000,
116637,PM10,µg/m³,100202,PM10 Urbanizzato Dosso del Liro,CO,Dosso del Liro,N         ,2011-01-01T00:00:00.000,
116641,Biossido di Azoto,µg/m³,100204,NO2 Urbanizzato Erba,CO,Erba,N         ,2011-01-01T00:00:00.000,
116642,Ozono,µg/m³,100204,O3 Urbanizzato Erba,CO,Erba,N         ,2011-01-01T00:00:00.000,
116643,PM10,µg/m³,100204,PM10 Urbanizzato Erba,CO,Erba,N         ,2011-01-01T00:00:00.000,
116644,Biossido di Azoto,µg/m³,100205,NO2 Urbanizzato Eupilio,CO,Eupilio,N         ,2011-01-01T00:00:00.000,
116645,Ozono,µg/m³,100205,O3 Urbanizzato Eupilio,CO,Eupilio,N         ,2011-01-01T00:00:00.000,
116646,PM10,µg/m³,100205,PM10 Urbanizzato Eupilio,CO,Eupilio,N         ,2011-01-01T00:00:00.000,
116647,Biossido di Azoto,µg/m³,100206,NO2 Urbanizzato Faggeto Lario,CO,Faggeto Lario,N         ,2011-01-01T00:00:00.000,
116648,Ozono,µg/m³,100206,O3 Urbanizzato Faggeto Lario,CO,Faggeto Lario,N         ,2011-01-01T00:00:00.000,
116649,PM10,µg/m³,100206,PM10 Urbanizzato Faggeto Lario,CO,Faggeto Lario,N         ,2011-01-01T00:00:00.000,
116650,Biossido di Azoto,µg/m³,100207,NO2 Urbanizzato Faloppio,CO,Faloppio,N         ,2011-01-01T00:00:00.000,
116651,Ozono,µg/m³,100207,O3 Urbanizzato Faloppio,CO,Faloppio,N         ,2011-01-01T00:00:00.000,
116652,PM10,µg/m³,100207,PM10 Urbanizzato Faloppio,CO,Faloppio,N         ,2011-01-01T00:00:00.000,
116653,Biossido di Azoto,µg/m³,100208,NO2 Urbanizzato Fenegrò,CO,Fenegrò,N         ,2011-01-01T00:00:00.000,
116654,Ozono,µg/m³,100208,O3 Urbanizzato Fenegrò,CO,Fenegrò,N         ,2011-01-01T00:00:00.000,
116655,PM10,µg/m³,100208,PM10 Urbanizzato Fenegrò,CO,Fenegrò,N         ,2011-01-01T00:00:00.000,
116656,Biossido di Azoto,µg/m³,100209,NO2 Urbanizzato Figino Serenza,CO,Figino Serenza,N         ,2011-01-01T00:00:00.000,
116657,Ozono,µg/m³,100209,O3 Urbanizzato Figino Serenza,CO,Figino Serenza,N         ,2011-01-01T00:00:00.000,
116658,PM10,µg/m³,100209,PM10 Urbanizzato Figino Serenza,CO,Figino Serenza,N         ,2011-01-01T00:00:00.000,
116659,Biossido di Azoto,µg/m³,100210,NO2 Urbanizzato Fino Mornasco,CO,Fino Mornasco,N         ,2011-01-01T00:00:00.000,
116660,Ozono,µg/m³,100210,O3 Urbanizzato Fino Mornasco,CO,Fino Mornasco,N         ,2011-01-01T00:00:00.000,
116661,PM10,µg/m³,100210,PM10 Urbanizzato Fino Mornasco,CO,Fino Mornasco,N         ,2011-01-01T00:00:00.000,
116662,Biossido di Azoto,µg/m³,100211,NO2 Urbanizzato Garzeno,CO,Garzeno,N         ,2011-01-01T00:00:00.000,
116663,Ozono,µg/m³,100211,O3 Urbanizzato Garzeno,CO,Garzeno,N         ,2011-01-01T00:00:00.000,
116664,PM10,µg/m³,100211,PM10 Urbanizzato Garzeno,CO,Garzeno,N         ,2011-01-01T00:00:00.000,
116665,Biossido di Azoto,µg/m³,100212,NO2 Urbanizzato Gera Lario,CO,Gera Lario,N         ,2011-01-01T00:00:00.000,
116666,Ozono,µg/m³,100212,O3 Urbanizzato Gera Lario,CO,Gera Lario,N         ,2011-01-01T00:00:00.000,
116667,PM10,µg/m³,100212,PM10 Urbanizzato Gera Lario,CO,Gera Lario,N         ,2011-01-01T00:00:00.000,
116671,Biossido di Azoto,µg/m³,100214,NO2 Urbanizzato Grandate,CO,Grandate,N         ,2011-01-01T00:00:00.000,
116672,Ozono,µg/m³,100214,O3 Urbanizzato Grandate,CO,Grandate,N         ,2011-01-01T00:00:00.000,
116673,PM10,µg/m³,100214,PM10 Urbanizzato Grandate,CO,Grandate,N         ,2011-01-01T00:00:00.000,
116674,Biossido di Azoto,µg/m³,100215,NO2 Urbanizzato Grandola ed Uniti,CO,Grandola ed Uniti,N         ,2011-01-01T00:00:00.000,
116675,Ozono,µg/m³,100215,O3 Urbanizzato Grandola ed Uniti,CO,Grandola ed Uniti,N         ,2011-01-01T00:00:00.000,
116676,PM10,µg/m³,100215,PM10 Urbanizzato Grandola ed Uniti,CO,Grandola ed Uniti,N         ,2011-01-01T00:00:00.000,
116677,Biossido di Azoto,µg/m³,100216,NO2 Urbanizzato Griante,CO,Griante,N         ,2011-01-01T00:00:00.000,
116678,Ozono,µg/m³,100216,O3 Urbanizzato Griante,CO,Griante,N         ,2011-01-01T00:00:00.000,
116679,PM10,µg/m³,100216,PM10 Urbanizzato Griante,CO,Griante,N         ,2011-01-01T00:00:00.000,
116680,Biossido di Azoto,µg/m³,100217,NO2 Urbanizzato Guanzate,CO,Guanzate,N         ,2011-01-01T00:00:00.000,
116681,Ozono,µg/m³,100217,O3 Urbanizzato Guanzate,CO,Guanzate,N         ,2011-01-01T00:00:00.000,
116682,PM10,µg/m³,100217,PM10 Urbanizzato Guanzate,CO,Guanzate,N         ,2011-01-01T00:00:00.000,
116683,Biossido di Azoto,µg/m³,100218,NO2 Urbanizzato Inverigo,CO,Inverigo,N         ,2011-01-01T00:00:00.000,
116684,Ozono,µg/m³,100218,O3 Urbanizzato Inverigo,CO,Inverigo,N         ,2011-01-01T00:00:00.000,
116685,PM10,µg/m³,100218,PM10 Urbanizzato Inverigo,CO,Inverigo,N         ,2011-01-01T00:00:00.000,
116686,Biossido di Azoto,µg/m³,100219,NO2 Urbanizzato Laglio,CO,Laglio,N         ,2011-01-01T00:00:00.000,
116687,Ozono,µg/m³,100219,O3 Urbanizzato Laglio,CO,Laglio,N         ,2011-01-01T00:00:00.000,
116688,PM10,µg/m³,100219,PM10 Urbanizzato Laglio,CO,Laglio,N         ,2011-01-01T00:00:00.000,
116689,Biossido di Azoto,µg/m³,100220,NO2 Urbanizzato Laino,CO,Laino,N         ,2011-01-01T00:00:00.000,
116690,Ozono,µg/m³,100220,O3 Urbanizzato Laino,CO,Laino,N         ,2011-01-01T00:00:00.000,
116691,PM10,µg/m³,100220,PM10 Urbanizzato Laino,CO,Laino,N         ,2011-01-01T00:00:00.000,
116692,Biossido di Azoto,µg/m³,100221,NO2 Urbanizzato Lambrugo,CO,Lambrugo,N         ,2011-01-01T00:00:00.000,
116693,Ozono,µg/m³,100221,O3 Urbanizzato Lambrugo,CO,Lambrugo,N         ,2011-01-01T00:00:00.000,
116694,PM10,µg/m³,100221,PM10 Urbanizzato Lambrugo,CO,Lambrugo,N         ,2011-01-01T00:00:00.000,
116698,Biossido di Azoto,µg/m³,100223,NO2 Urbanizzato Lasnigo,CO,Lasnigo,N         ,2011-01-01T00:00:00.000,
116699,Ozono,µg/m³,100223,O3 Urbanizzato Lasnigo,CO,Lasnigo,N         ,2011-01-01T00:00:00.000,
116700,PM10,µg/m³,100223,PM10 Urbanizzato Lasnigo,CO,Lasnigo,N         ,2011-01-01T00:00:00.000,
116704,Biossido di Azoto,µg/m³,100225,NO2 Urbanizzato Lezzeno,CO,Lezzeno,N         ,2011-01-01T00:00:00.000,
116705,Ozono,µg/m³,100225,O3 Urbanizzato Lezzeno,CO,Lezzeno,N         ,2011-01-01T00:00:00.000,
116706,PM10,µg/m³,100225,PM10 Urbanizzato Lezzeno,CO,Lezzeno,N         ,2011-01-01T00:00:00.000,
116707,Biossido di Azoto,µg/m³,100226,NO2 Urbanizzato Limido Comasco,CO,Limido Comasco,N         ,2011-01-01T00:00:00.000,
116708,Ozono,µg/m³,100226,O3 Urbanizzato Limido Comasco,CO,Limido Comasco,N         ,2011-01-01T00:00:00.000,
116709,PM10,µg/m³,100226,PM10 Urbanizzato Limido Comasco,CO,Limido Comasco,N         ,2011-01-01T00:00:00.000,
116710,Biossido di Azoto,µg/m³,100227,NO2 Urbanizzato Lipomo,CO,Lipomo,N         ,2011-01-01T00:00:00.000,
116711,Ozono,µg/m³,100227,O3 Urbanizzato Lipomo,CO,Lipomo,N         ,2011-01-01T00:00:00.000,
116712,PM10,µg/m³,100227,PM10 Urbanizzato Lipomo,CO,Lipomo,N         ,2011-01-01T00:00:00.000,
116713,Biossido di Azoto,µg/m³,100228,NO2 Urbanizzato Livo,CO,Livo,N         ,2011-01-01T00:00:00.000,
116714,Ozono,µg/m³,100228,O3 Urbanizzato Livo,CO,Livo,N         ,2011-01-01T00:00:00.000,
116715,PM10,µg/m³,100228,PM10 Urbanizzato Livo,CO,Livo,N         ,2011-01-01T00:00:00.000,
116716,Biossido di Azoto,µg/m³,100229,NO2 Urbanizzato Locate Varesino,CO,Locate Varesino,N         ,2011-01-01T00:00:00.000,
116717,Ozono,µg/m³,100229,O3 Urbanizzato Locate Varesino,CO,Locate Varesino,N         ,2011-01-01T00:00:00.000,
116718,PM10,µg/m³,100229,PM10 Urbanizzato Locate Varesino,CO,Locate Varesino,N         ,2011-01-01T00:00:00.000,
116719,Biossido di Azoto,µg/m³,100230,NO2 Urbanizzato Lomazzo,CO,Lomazzo,N         ,2011-01-01T00:00:00.000,
116720,Ozono,µg/m³,100230,O3 Urbanizzato Lomazzo,CO,Lomazzo,N         ,2011-01-01T00:00:00.000,
116721,PM10,µg/m³,100230,PM10 Urbanizzato Lomazzo,CO,Lomazzo,N         ,2011-01-01T00:00:00.000,
116722,Biossido di Azoto,µg/m³,100231,NO2 Urbanizzato Longone al Segrino,CO,Longone al Segrino,N         ,2011-01-01T00:00:00.000,
116723,Ozono,µg/m³,100231,O3 Urbanizzato Longone al Segrino,CO,Longone al Segrino,N         ,2011-01-01T00:00:00.000,
116724,PM10,µg/m³,100231,PM10 Urbanizzato Longone al Segrino,CO,Longone al Segrino,N         ,2011-01-01T00:00:00.000,
116725,Biossido di Azoto,µg/m³,100232,NO2 Urbanizzato Luisago,CO,Luisago,N         ,2011-01-01T00:00:00.000,
116726,Ozono,µg/m³,100232,O3 Urbanizzato Luisago,CO,Luisago,N         ,2011-01-01T00:00:00.000,
116727,PM10,µg/m³,100232,PM10 Urbanizzato Luisago,CO,Luisago,N         ,2011-01-01T00:00:00.000,
116728,Biossido di Azoto,µg/m³,100233,NO2 Urbanizzato Lurago d'Erba,CO,Lurago d'Erba,N         ,2011-01-01T00:00:00.000,
116729,Ozono,µg/m³,100233,O3 Urbanizzato Lurago d'Erba,CO,Lurago d'Erba,N         ,2011-01-01T00:00:00.000,
116730,PM10,µg/m³,100233,PM10 Urbanizzato Lurago d'Erba,CO,Lurago d'Erba,N         ,2011-01-01T00:00:00.000,
116731,Biossido di Azoto,µg/m³,100234,NO2 Urbanizzato Lurago Marinone,CO,Lurago Marinone,N         ,2011-01-01T00:00:00.000,
116732,Ozono,µg/m³,100234,O3 Urbanizzato Lurago Marinone,CO,Lurago Marinone,N         ,2011-01-01T00:00:00.000,
116733,PM10,µg/m³,100234,PM10 Urbanizzato Lurago Marinone,CO,Lurago Marinone,N         ,2011-01-01T00:00:00.000,
116734,Biossido di Azoto,µg/m³,100235,NO2 Urbanizzato Lurate Caccivio,CO,Lurate Caccivio,N         ,2011-01-01T00:00:00.000,
116735,Ozono,µg/m³,100235,O3 Urbanizzato Lurate Caccivio,CO,Lurate Caccivio,N         ,2011-01-01T00:00:00.000,
116736,PM10,µg/m³,100235,PM10 Urbanizzato Lurate Caccivio,CO,Lurate Caccivio,N         ,2011-01-01T00:00:00.000,
116737,Biossido di Azoto,µg/m³,100236,NO2 Urbanizzato Magreglio,CO,Magreglio,N         ,2011-01-01T00:00:00.000,
116738,Ozono,µg/m³,100236,O3 Urbanizzato Magreglio,CO,Magreglio,N         ,2011-01-01T00:00:00.000,
116739,PM10,µg/m³,100236,PM10 Urbanizzato Magreglio,CO,Magreglio,N         ,2011-01-01T00:00:00.000,
116740,Biossido di Azoto,µg/m³,100237,NO2 Urbanizzato Mariano Comense,CO,Mariano Comense,N         ,2011-01-01T00:00:00.000,
