idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop,comune_norm
116994,PM10,µg/m³,100351,PM10 Urbanizzato Piuro,SO,Piuro,N         ,2011-01-01T00:00:00.000,,Piuro
116995,Biossido di Azoto,µg/m³,100356,NO2 Urbanizzato Rasura,SO,Rasura,N         ,2011-01-01T00:00:00.000,,Rasura
116997,PM10,µg/m³,100356,PM10 Urbanizzato Rasura,SO,Rasura,N         ,2011-01-01T00:00:00.000,,Rasura
116998,Biossido di Azoto,µg/m³,100359,NO2 Urbanizzato San Giacomo Filippo,SO,San Giacomo Filippo,N         ,2011-01-01T00:00:00.000,,San Giacomo Filippo
117000,PM10,µg/m³,100359,PM10 Urbanizzato San Giacomo Filippo,SO,San Giacomo Filippo,N         ,2011-01-01T00:00:00.000,,San Giacomo Filippo
117001,Biossido di Azoto,µg/m³,100360,NO2 Urbanizzato Sernio,SO,Sernio,N         ,2011-01-01T00:00:00.000,,Sernio
117003,PM10,µg/m³,100360,PM10 Urbanizzato Sernio,SO,Sernio,N         ,2011-01-01T00:00:00.000,,Sernio
117004,Biossido di Azoto,µg/m³,100361,NO2 Urbanizzato Sondalo,SO,Sondalo,N         ,2011-01-01T00:00:00.000,,Sondalo
117006,PM10,µg/m³,100361,PM10 Urbanizzato Sondalo,SO,Sondalo,N         ,2011-01-01T00:00:00.000,,Sondalo
117007,Biossido di Azoto,µg/m³,100363,NO2 Urbanizzato Spriana,SO,Spriana,N         ,2011-01-01T00:00:00.000,,Spriana
117009,PM10,µg/m³,100363,PM10 Urbanizzato Spriana,SO,Spriana,N         ,2011-01-01T00:00:00.000,,Spriana
117010,Biossido di Azoto,µg/m³,100365,NO2 Urbanizzato Tartano,SO,Tartano,N         ,2011-01-01T00:00:00.000,,Tartano
117012,PM10,µg/m³,100365,PM10 Urbanizzato Tartano,SO,Tartano,N         ,2011-01-01T00:00:00.000,,Tartano
117013,Biossido di Azoto,µg/m³,100368,NO2 Urbanizzato Torre di Santa Maria,SO,Torre di Santa Maria,N         ,2011-01-01T00:00:00.000,,Torre Di Santa Maria
117015,PM10,µg/m³,100368,PM10 Urbanizzato Torre di Santa Maria,SO,Torre di Santa Maria,N         ,2011-01-01T00:00:00.000,,Torre Di Santa Maria
117016,Biossido di Azoto,µg/m³,100369,NO2 Urbanizzato Tovo di Sant'Agata,SO,Tovo di Sant'Agata,N         ,2011-01-01T00:00:00.000,,Tovo Di Sant'Agata
117018,PM10,µg/m³,100369,PM10 Urbanizzato Tovo di Sant'Agata,SO,Tovo di Sant'Agata,N         ,2011-01-01T00:00:00.000,,Tovo Di Sant'Agata
117019,Biossido di Azoto,µg/m³,100372,NO2 Urbanizzato Valdidentro,SO,Valdidentro,N         ,2011-01-01T00:00:00.000,,Valdidentro
117021,PM10,µg/m³,100372,PM10 Urbanizzato Valdidentro,SO,Valdidentro,N         ,2011-01-01T00:00:00.000,,Valdidentro
117022,Biossido di Azoto,µg/m³,100373,NO2 Urbanizzato Valdisotto,SO,Valdisotto,N         ,2011-01-01T00:00:00.000,,Valdisotto
117024,PM10,µg/m³,100373,PM10 Urbanizzato Valdisotto,SO,Valdisotto,N         ,2011-01-01T00:00:00.000,,Valdisotto
117025,Biossido di Azoto,µg/m³,100374,NO2 Urbanizzato Valfurva,SO,Valfurva,N         ,2011-01-01T00:00:00.000,,Valfurva
117027,PM10,µg/m³,100374,PM10 Urbanizzato Valfurva,SO,Valfurva,N         ,2011-01-01T00:00:00.000,,Valfurva
117028,Biossido di Azoto,µg/m³,100375,NO2 Urbanizzato Val Masino,SO,Val Masino,N         ,2011-01-01T00:00:00.000,,Val Masino
117030,PM10,µg/m³,100375,PM10 Urbanizzato Val Masino,SO,Val Masino,N         ,2011-01-01T00:00:00.000,,Val Masino
117031,Biossido di Azoto,µg/m³,100377,NO2 Urbanizzato Vervio,SO,Vervio,N         ,2011-01-01T00:00:00.000,,Vervio
117033,PM10,µg/m³,100377,PM10 Urbanizzato Vervio,SO,Vervio,N         ,2011-01-01T00:00:00.000,,Vervio
117034,Biossido di Azoto,µg/m³,100378,NO2 Urbanizzato Villa di Chiavenna,SO,Villa di Chiavenna,N         ,2011-01-01T00:00:00.000,,Villa Di Chiavenna
117036,PM10,µg/m³,100378,PM10 Urbanizzato Villa di Chiavenna,SO,Villa di Chiavenna,N         ,2011-01-01T00:00:00.000,,Villa Di Chiavenna
117439,Biossido di Azoto,µg/m³,100514,NO2 Urbanizzato Adrara San Martino,BG,Adrara San Martino,N         ,2011-01-01T00:00:00.000,,Adrara San Martino
117441,PM10,µg/m³,100514,PM10 Urbanizzato Adrara San Martino,BG,Adrara San Martino,N         ,2011-01-01T00:00:00.000,,Adrara San Martino
117442,Biossido di Azoto,µg/m³,100515,NO2 Urbanizzato Adrara San Rocco,BG,Adrara San Rocco,N         ,2011-01-01T00:00:00.000,,Adrara San Rocco
117444,PM10,µg/m³,100515,PM10 Urbanizzato Adrara San Rocco,BG,Adrara San Rocco,N         ,2011-01-01T00:00:00.000,,Adrara San Rocco
117445,Biossido di Azoto,µg/m³,100516,NO2 Urbanizzato Albano Sant'Alessandro,BG,Albano Sant'Alessandro,N         ,2011-01-01T00:00:00.000,,Albano Sant'Alessandro
117447,PM10,µg/m³,100516,PM10 Urbanizzato Albano Sant'Alessandro,BG,Albano Sant'Alessandro,N         ,2011-01-01T00:00:00.000,,Albano Sant'Alessandro
117448,Biossido di Azoto,µg/m³,100517,NO2 Urbanizzato Albino,BG,Albino,N         ,2011-01-01T00:00:00.000,,Albino
117450,PM10,µg/m³,100517,PM10 Urbanizzato Albino,BG,Albino,N         ,2011-01-01T00:00:00.000,,Albino
117451,Biossido di Azoto,µg/m³,100521,NO2 Urbanizzato Alzano Lombardo,BG,Alzano Lombardo,N         ,2011-01-01T00:00:00.000,,Alzano Lombardo
117453,PM10,µg/m³,100521,PM10 Urbanizzato Alzano Lombardo,BG,Alzano Lombardo,N         ,2011-01-01T00:00:00.000,,Alzano Lombardo
117454,Biossido di Azoto,µg/m³,100522,NO2 Urbanizzato Ambivere,BG,Ambivere,N         ,2011-01-01T00:00:00.000,,Ambivere
117456,PM10,µg/m³,100522,PM10 Urbanizzato Ambivere,BG,Ambivere,N         ,2011-01-01T00:00:00.000,,Ambivere
117457,Biossido di Azoto,µg/m³,100523,NO2 Urbanizzato Antegnate,BG,Antegnate,N         ,2011-01-01T00:00:00.000,,Antegnate
117459,PM10,µg/m³,100523,PM10 Urbanizzato Antegnate,BG,Antegnate,N         ,2011-01-01T00:00:00.000,,Antegnate
117460,Biossido di Azoto,µg/m³,100524,NO2 Urbanizzato Arcene,BG,Arcene,N         ,2011-01-01T00:00:00.000,,Arcene
117462,PM10,µg/m³,100524,PM10 Urbanizzato Arcene,BG,Arcene,N         ,2011-01-01T00:00:00.000,,Arcene
117463,Biossido di Azoto,µg/m³,100525,NO2 Urbanizzato Ardesio,BG,Ardesio,N         ,2011-01-01T00:00:00.000,,Ardesio
117465,PM10,µg/m³,100525,PM10 Urbanizzato Ardesio,BG,Ardesio,N         ,2011-01-01T00:00:00.000,,Ardesio
117466,Biossido di Azoto,µg/m³,100526,NO2 Urbanizzato Arzago d'Adda,BG,Arzago d'Adda,N         ,2011-01-01T00:00:00.000,,Arzago D'Adda
117468,PM10,µg/m³,100526,PM10 Urbanizzato Arzago d'Adda,BG,Arzago d'Adda,N         ,2011-01-01T00:00:00.000,,Arzago D'Adda
117469,Biossido di Azoto,µg/m³,100527,NO2 Urbanizzato Averara,BG,Averara,N         ,2011-01-01T00:00:00.000,,Averara
117471,PM10,µg/m³,100527,PM10 Urbanizzato Averara,BG,Averara,N         ,2011-01-01T00:00:00.000,,Averara
117472,Biossido di Azoto,µg/m³,100528,NO2 Urbanizzato Aviatico,BG,Aviatico,N         ,2011-01-01T00:00:00.000,,Aviatico
117474,PM10,µg/m³,100528,PM10 Urbanizzato Aviatico,BG,Aviatico,N         ,2011-01-01T00:00:00.000,,Aviatico
117475,Biossido di Azoto,µg/m³,100529,NO2 Urbanizzato Azzano San Paolo,BG,Azzano San Paolo,N         ,2011-01-01T00:00:00.000,,Azzano San Paolo
117477,PM10,µg/m³,100529,PM10 Urbanizzato Azzano San Paolo,BG,Azzano San Paolo,N         ,2011-01-01T00:00:00.000,,Azzano San Paolo
117478,Biossido di Azoto,µg/m³,100530,NO2 Urbanizzato Azzone,BG,Azzone,N         ,2011-01-01T00:00:00.000,,Azzone
117480,PM10,µg/m³,100530,PM10 Urbanizzato Azzone,BG,Azzone,N         ,2011-01-01T00:00:00.000,,Azzone
117481,Biossido di Azoto,µg/m³,100531,NO2 Urbanizzato Bagnatica,BG,Bagnatica,N         ,2011-01-01T00:00:00.000,,Bagnatica
117483,PM10,µg/m³,100531,PM10 Urbanizzato Bagnatica,BG,Bagnatica,N         ,2011-01-01T00:00:00.000,,Bagnatica
117484,Biossido di Azoto,µg/m³,100532,NO2 Urbanizzato Barbata,BG,Barbata,N         ,2011-01-01T00:00:00.000,,Barbata
117486,PM10,µg/m³,100532,PM10 Urbanizzato Barbata,BG,Barbata,N         ,2011-01-01T00:00:00.000,,Barbata
117487,Biossido di Azoto,µg/m³,100533,NO2 Urbanizzato Bariano,BG,Bariano,N         ,2011-01-01T00:00:00.000,,Bariano
117489,PM10,µg/m³,100533,PM10 Urbanizzato Bariano,BG,Bariano,N         ,2011-01-01T00:00:00.000,,Bariano
117490,Biossido di Azoto,µg/m³,100534,NO2 Urbanizzato Barzana,BG,Barzana,N         ,2011-01-01T00:00:00.000,,Barzana
117492,PM10,µg/m³,100534,PM10 Urbanizzato Barzana,BG,Barzana,N         ,2011-01-01T00:00:00.000,,Barzana
117493,Biossido di Azoto,µg/m³,100537,NO2 Urbanizzato Bergamo,BG,Bergamo,N         ,2011-01-01T00:00:00.000,,Bergamo
117495,PM10,µg/m³,100537,PM10 Urbanizzato Bergamo,BG,Bergamo,N         ,2011-01-01T00:00:00.000,,Bergamo
117496,Biossido di Azoto,µg/m³,100538,NO2 Urbanizzato Berzo San Fermo,BG,Berzo San Fermo,N         ,2011-01-01T00:00:00.000,,Berzo San Fermo
117498,PM10,µg/m³,100538,PM10 Urbanizzato Berzo San Fermo,BG,Berzo San Fermo,N         ,2011-01-01T00:00:00.000,,Berzo San Fermo
117499,Biossido di Azoto,µg/m³,100539,NO2 Urbanizzato Bianzano,BG,Bianzano,N         ,2011-01-01T00:00:00.000,,Bianzano
117501,PM10,µg/m³,100539,PM10 Urbanizzato Bianzano,BG,Bianzano,N         ,2011-01-01T00:00:00.000,,Bianzano
117502,Biossido di Azoto,µg/m³,100540,NO2 Urbanizzato Blello,BG,Blello,N         ,2011-01-01T00:00:00.000,,Blello
117504,PM10,µg/m³,100540,PM10 Urbanizzato Blello,BG,Blello,N         ,2011-01-01T00:00:00.000,,Blello
117505,Biossido di Azoto,µg/m³,100541,NO2 Urbanizzato Bolgare,BG,Bolgare,N         ,2011-01-01T00:00:00.000,,Bolgare
117507,PM10,µg/m³,100541,PM10 Urbanizzato Bolgare,BG,Bolgare,N         ,2011-01-01T00:00:00.000,,Bolgare
117508,Biossido di Azoto,µg/m³,100542,NO2 Urbanizzato Boltiere,BG,Boltiere,N         ,2011-01-01T00:00:00.000,,Boltiere
117510,PM10,µg/m³,100542,PM10 Urbanizzato Boltiere,BG,Boltiere,N         ,2011-01-01T00:00:00.000,,Boltiere
117511,Biossido di Azoto,µg/m³,100543,NO2 Urbanizzato Bonate Sopra,BG,Bonate Sopra,N         ,2011-01-01T00:00:00.000,,Bonate Sopra
117513,PM10,µg/m³,100543,PM10 Urbanizzato Bonate Sopra,BG,Bonate Sopra,N         ,2011-01-01T00:00:00.000,,Bonate Sopra
117514,Biossido di Azoto,µg/m³,100544,NO2 Urbanizzato Bonate Sotto,BG,Bonate Sotto,N         ,2011-01-01T00:00:00.000,,Bonate Sotto
117516,PM10,µg/m³,100544,PM10 Urbanizzato Bonate Sotto,BG,Bonate Sotto,N         ,2011-01-01T00:00:00.000,,Bonate Sotto
117517,Biossido di Azoto,µg/m³,100545,NO2 Urbanizzato Borgo di Terzo,BG,Borgo di Terzo,N         ,2011-01-01T00:00:00.000,,Borgo Di Terzo
117519,PM10,µg/m³,100545,PM10 Urbanizzato Borgo di Terzo,BG,Borgo di Terzo,N         ,2011-01-01T00:00:00.000,,Borgo Di Terzo
117520,Biossido di Azoto,µg/m³,100546,NO2 Urbanizzato Bossico,BG,Bossico,N         ,2011-01-01T00:00:00.000,,Bossico
117522,PM10,µg/m³,100546,PM10 Urbanizzato Bossico,BG,Bossico,N         ,2011-01-01T00:00:00.000,,Bossico
117523,Biossido di Azoto,µg/m³,100547,NO2 Urbanizzato Bottanuco,BG,Bottanuco,N         ,2011-01-01T00:00:00.000,,Bottanuco
117525,PM10,µg/m³,100547,PM10 Urbanizzato Bottanuco,BG,Bottanuco,N         ,2011-01-01T00:00:00.000,,Bottanuco
117526,Biossido di Azoto,µg/m³,100549,NO2 Urbanizzato Branzi,BG,Branzi,N         ,2011-01-01T00:00:00.000,,Branzi
117528,PM10,µg/m³,100549,PM10 Urbanizzato Branzi,BG,Branzi,N         ,2011-01-01T00:00:00.000,,Branzi
117529,Biossido di Azoto,µg/m³,100550,NO2 Urbanizzato Brembate,BG,Brembate,N         ,2011-01-01T00:00:00.000,,Brembate
117531,PM10,µg/m³,100550,PM10 Urbanizzato Brembate,BG,Brembate,N         ,2011-01-01T00:00:00.000,,Brembate
117532,Biossido di Azoto,µg/m³,100551,NO2 Urbanizzato Brembate di Sopra,BG,Brembate di Sopra,N         ,2011-01-01T00:00:00.000,,Brembate Di Sopra
117534,PM10,µg/m³,100551,PM10 Urbanizzato Brembate di Sopra,BG,Brembate di Sopra,N         ,2011-01-01T00:00:00.000,,Brembate Di Sopra
117535,Biossido di Azoto,µg/m³,100553,NO2 Urbanizzato Brignano Gera d'Adda,BG,Brignano Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Brignano Gera D'Adda
117537,PM10,µg/m³,100553,PM10 Urbanizzato Brignano Gera d'Adda,BG,Brignano Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Brignano Gera D'Adda
117538,Biossido di Azoto,µg/m³,100554,NO2 Urbanizzato Brumano,BG,Brumano,N         ,2011-01-01T00:00:00.000,,Brumano
117540,PM10,µg/m³,100554,PM10 Urbanizzato Brumano,BG,Brumano,N         ,2011-01-01T00:00:00.000,,Brumano
117541,Biossido di Azoto,µg/m³,100555,NO2 Urbanizzato Brusaporto,BG,Brusaporto,N         ,2011-01-01T00:00:00.000,,Brusaporto
117543,PM10,µg/m³,100555,PM10 Urbanizzato Brusaporto,BG,Brusaporto,N         ,2011-01-01T00:00:00.000,,Brusaporto
117544,Biossido di Azoto,µg/m³,100556,NO2 Urbanizzato Calcinate,BG,Calcinate,N         ,2011-01-01T00:00:00.000,,Calcinate
117546,PM10,µg/m³,100556,PM10 Urbanizzato Calcinate,BG,Calcinate,N         ,2011-01-01T00:00:00.000,,Calcinate
117547,Biossido di Azoto,µg/m³,100557,NO2 Urbanizzato Calcio,BG,Calcio,N         ,2011-01-01T00:00:00.000,,Calcio
117549,PM10,µg/m³,100557,PM10 Urbanizzato Calcio,BG,Calcio,N         ,2011-01-01T00:00:00.000,,Calcio
117550,Biossido di Azoto,µg/m³,100558,NO2 Urbanizzato Calusco d'Adda,BG,Calusco d'Adda,N         ,2011-01-01T00:00:00.000,,Calusco D'Adda
117552,PM10,µg/m³,100558,PM10 Urbanizzato Calusco d'Adda,BG,Calusco d'Adda,N         ,2011-01-01T00:00:00.000,,Calusco D'Adda
117553,Biossido di Azoto,µg/m³,100559,NO2 Urbanizzato Calvenzano,BG,Calvenzano,N         ,2011-01-01T00:00:00.000,,Calvenzano
117555,PM10,µg/m³,100559,PM10 Urbanizzato Calvenzano,BG,Calvenzano,N         ,2011-01-01T00:00:00.000,,Calvenzano
117556,Biossido di Azoto,µg/m³,100561,NO2 Urbanizzato Canonica d'Adda,BG,Canonica d'Adda,N         ,2011-01-01T00:00:00.000,,Canonica D'Adda
117558,PM10,µg/m³,100561,PM10 Urbanizzato Canonica d'Adda,BG,Canonica d'Adda,N         ,2011-01-01T00:00:00.000,,Canonica D'Adda
117559,Biossido di Azoto,µg/m³,100563,NO2 Urbanizzato Capriate San Gervasio,BG,Capriate San Gervasio,N         ,2011-01-01T00:00:00.000,,Capriate San Gervasio
117561,PM10,µg/m³,100563,PM10 Urbanizzato Capriate San Gervasio,BG,Capriate San Gervasio,N         ,2011-01-01T00:00:00.000,,Capriate San Gervasio
117562,Biossido di Azoto,µg/m³,100564,NO2 Urbanizzato Caprino Bergamasco,BG,Caprino Bergamasco,N         ,2011-01-01T00:00:00.000,,Caprino Bergamasco
117564,PM10,µg/m³,100564,PM10 Urbanizzato Caprino Bergamasco,BG,Caprino Bergamasco,N         ,2011-01-01T00:00:00.000,,Caprino Bergamasco
117565,Biossido di Azoto,µg/m³,100565,NO2 Urbanizzato Caravaggio,BG,Caravaggio,N         ,2011-01-01T00:00:00.000,,Caravaggio
117567,PM10,µg/m³,100565,PM10 Urbanizzato Caravaggio,BG,Caravaggio,N         ,2011-01-01T00:00:00.000,,Caravaggio
117568,Biossido di Azoto,µg/m³,100566,NO2 Urbanizzato Carobbio degli Angeli,BG,Carobbio degli Angeli,N         ,2011-01-01T00:00:00.000,,Carobbio Degli Angeli
117570,PM10,µg/m³,100566,PM10 Urbanizzato Carobbio degli Angeli,BG,Carobbio degli Angeli,N         ,2011-01-01T00:00:00.000,,Carobbio Degli Angeli
117571,Biossido di Azoto,µg/m³,100567,NO2 Urbanizzato Carona,BG,Carona,N         ,2011-01-01T00:00:00.000,,Carona
117573,PM10,µg/m³,100567,PM10 Urbanizzato Carona,BG,Carona,N         ,2011-01-01T00:00:00.000,,Carona
117574,Biossido di Azoto,µg/m³,100568,NO2 Urbanizzato Carvico,BG,Carvico,N         ,2011-01-01T00:00:00.000,,Carvico
117576,PM10,µg/m³,100568,PM10 Urbanizzato Carvico,BG,Carvico,N         ,2011-01-01T00:00:00.000,,Carvico
117577,Biossido di Azoto,µg/m³,100569,NO2 Urbanizzato Casazza,BG,Casazza,N         ,2011-01-01T00:00:00.000,,Casazza
117579,PM10,µg/m³,100569,PM10 Urbanizzato Casazza,BG,Casazza,N         ,2011-01-01T00:00:00.000,,Casazza
117580,Biossido di Azoto,µg/m³,100570,NO2 Urbanizzato Casirate d'Adda,BG,Casirate d'Adda,N         ,2011-01-01T00:00:00.000,,Casirate D'Adda
117582,PM10,µg/m³,100570,PM10 Urbanizzato Casirate d'Adda,BG,Casirate d'Adda,N         ,2011-01-01T00:00:00.000,,Casirate D'Adda
117583,Biossido di Azoto,µg/m³,100572,NO2 Urbanizzato Cassiglio,BG,Cassiglio,N         ,2011-01-01T00:00:00.000,,Cassiglio
117585,PM10,µg/m³,100572,PM10 Urbanizzato Cassiglio,BG,Cassiglio,N         ,2011-01-01T00:00:00.000,,Cassiglio
117586,Biossido di Azoto,µg/m³,100573,NO2 Urbanizzato Castelli Calepio,BG,Castelli Calepio,N         ,2011-01-01T00:00:00.000,,Castelli Calepio
117588,PM10,µg/m³,100573,PM10 Urbanizzato Castelli Calepio,BG,Castelli Calepio,N         ,2011-01-01T00:00:00.000,,Castelli Calepio
117589,Biossido di Azoto,µg/m³,100574,NO2 Urbanizzato Castel Rozzone,BG,Castel Rozzone,N         ,2011-01-01T00:00:00.000,,Castel Rozzone
117591,PM10,µg/m³,100574,PM10 Urbanizzato Castel Rozzone,BG,Castel Rozzone,N         ,2011-01-01T00:00:00.000,,Castel Rozzone
117592,Biossido di Azoto,µg/m³,100575,NO2 Urbanizzato Castione della Presolana,BG,Castione della Presolana,N         ,2011-01-01T00:00:00.000,,Castione Della Presolana
117594,PM10,µg/m³,100575,PM10 Urbanizzato Castione della Presolana,BG,Castione della Presolana,N         ,2011-01-01T00:00:00.000,,Castione Della Presolana
117595,Biossido di Azoto,µg/m³,100576,NO2 Urbanizzato Castro,BG,Castro,N         ,2011-01-01T00:00:00.000,,Castro
117597,PM10,µg/m³,100576,PM10 Urbanizzato Castro,BG,Castro,N         ,2011-01-01T00:00:00.000,,Castro
117598,Biossido di Azoto,µg/m³,100577,NO2 Urbanizzato Cavernago,BG,Cavernago,N         ,2011-01-01T00:00:00.000,,Cavernago
117600,PM10,µg/m³,100577,PM10 Urbanizzato Cavernago,BG,Cavernago,N         ,2011-01-01T00:00:00.000,,Cavernago
117601,Biossido di Azoto,µg/m³,100579,NO2 Urbanizzato Cenate Sopra,BG,Cenate Sopra,N         ,2011-01-01T00:00:00.000,,Cenate Sopra
117603,PM10,µg/m³,100579,PM10 Urbanizzato Cenate Sopra,BG,Cenate Sopra,N         ,2011-01-01T00:00:00.000,,Cenate Sopra
117604,Biossido di Azoto,µg/m³,100580,NO2 Urbanizzato Cenate Sotto,BG,Cenate Sotto,N         ,2011-01-01T00:00:00.000,,Cenate Sotto
117606,PM10,µg/m³,100580,PM10 Urbanizzato Cenate Sotto,BG,Cenate Sotto,N         ,2011-01-01T00:00:00.000,,Cenate Sotto
117607,Biossido di Azoto,µg/m³,100582,NO2 Urbanizzato Cerete,BG,Cerete,N         ,2011-01-01T00:00:00.000,,Cerete
117609,PM10,µg/m³,100582,PM10 Urbanizzato Cerete,BG,Cerete,N         ,2011-01-01T00:00:00.000,,Cerete
117610,Biossido di Azoto,µg/m³,100583,NO2 Urbanizzato Chignolo d'Isola,BG,Chignolo d'Isola,N         ,2011-01-01T00:00:00.000,,Chignolo D'Isola
117612,PM10,µg/m³,100583,PM10 Urbanizzato Chignolo d'Isola,BG,Chignolo d'Isola,N         ,2011-01-01T00:00:00.000,,Chignolo D'Isola
117613,Biossido di Azoto,µg/m³,100584,NO2 Urbanizzato Chiuduno,BG,Chiuduno,N         ,2011-01-01T00:00:00.000,,Chiuduno
117615,PM10,µg/m³,100584,PM10 Urbanizzato Chiuduno,BG,Chiuduno,N         ,2011-01-01T00:00:00.000,,Chiuduno
117616,Biossido di Azoto,µg/m³,100585,NO2 Urbanizzato Cisano Bergamasco,BG,Cisano Bergamasco,N         ,2011-01-01T00:00:00.000,,Cisano Bergamasco
117618,PM10,µg/m³,100585,PM10 Urbanizzato Cisano Bergamasco,BG,Cisano Bergamasco,N         ,2011-01-01T00:00:00.000,,Cisano Bergamasco
117619,Biossido di Azoto,µg/m³,100586,NO2 Urbanizzato Ciserano,BG,Ciserano,N         ,2011-01-01T00:00:00.000,,Ciserano
117621,PM10,µg/m³,100586,PM10 Urbanizzato Ciserano,BG,Ciserano,N         ,2011-01-01T00:00:00.000,,Ciserano
117622,Biossido di Azoto,µg/m³,100587,NO2 Urbanizzato Cividate al Piano,BG,Cividate al Piano,N         ,2011-01-01T00:00:00.000,,Cividate Al Piano
117624,PM10,µg/m³,100587,PM10 Urbanizzato Cividate al Piano,BG,Cividate al Piano,N         ,2011-01-01T00:00:00.000,,Cividate Al Piano
117625,Biossido di Azoto,µg/m³,100589,NO2 Urbanizzato Colere,BG,Colere,N         ,2011-01-01T00:00:00.000,,Colere
117627,PM10,µg/m³,100589,PM10 Urbanizzato Colere,BG,Colere,N         ,2011-01-01T00:00:00.000,,Colere
117628,Biossido di Azoto,µg/m³,100590,NO2 Urbanizzato Cologno al Serio,BG,Cologno al Serio,N         ,2011-01-01T00:00:00.000,,Cologno Al Serio
117630,PM10,µg/m³,100590,PM10 Urbanizzato Cologno al Serio,BG,Cologno al Serio,N         ,2011-01-01T00:00:00.000,,Cologno Al Serio
117631,Biossido di Azoto,µg/m³,100592,NO2 Urbanizzato Comun Nuovo,BG,Comun Nuovo,N         ,2011-01-01T00:00:00.000,,Comun Nuovo
117633,PM10,µg/m³,100592,PM10 Urbanizzato Comun Nuovo,BG,Comun Nuovo,N         ,2011-01-01T00:00:00.000,,Comun Nuovo
117634,Biossido di Azoto,µg/m³,100594,NO2 Urbanizzato Cortenuova,BG,Cortenuova,N         ,2011-01-01T00:00:00.000,,Cortenuova
117636,PM10,µg/m³,100594,PM10 Urbanizzato Cortenuova,BG,Cortenuova,N         ,2011-01-01T00:00:00.000,,Cortenuova
117637,Biossido di Azoto,µg/m³,100595,NO2 Urbanizzato Costa di Mezzate,BG,Costa di Mezzate,N         ,2011-01-01T00:00:00.000,,Costa Di Mezzate
117639,PM10,µg/m³,100595,PM10 Urbanizzato Costa di Mezzate,BG,Costa di Mezzate,N         ,2011-01-01T00:00:00.000,,Costa Di Mezzate
117640,Biossido di Azoto,µg/m³,100596,NO2 Urbanizzato Costa Valle Imagna,BG,Costa Valle Imagna,N         ,2011-01-01T00:00:00.000,,Costa Valle Imagna
117642,PM10,µg/m³,100596,PM10 Urbanizzato Costa Valle Imagna,BG,Costa Valle Imagna,N         ,2011-01-01T00:00:00.000,,Costa Valle Imagna
117643,Biossido di Azoto,µg/m³,100598,NO2 Urbanizzato Covo,BG,Covo,N         ,2011-01-01T00:00:00.000,,Covo
117645,PM10,µg/m³,100598,PM10 Urbanizzato Covo,BG,Covo,N         ,2011-01-01T00:00:00.000,,Covo
117646,Biossido di Azoto,µg/m³,100599,NO2 Urbanizzato Credaro,BG,Credaro,N         ,2011-01-01T00:00:00.000,,Credaro
117648,PM10,µg/m³,100599,PM10 Urbanizzato Credaro,BG,Credaro,N         ,2011-01-01T00:00:00.000,,Credaro
117649,Biossido di Azoto,µg/m³,100600,NO2 Urbanizzato Curno,BG,Curno,N         ,2011-01-01T00:00:00.000,,Curno
117651,PM10,µg/m³,100600,PM10 Urbanizzato Curno,BG,Curno,N         ,2011-01-01T00:00:00.000,,Curno
117652,Biossido di Azoto,µg/m³,100601,NO2 Urbanizzato Cusio,BG,Cusio,N         ,2011-01-01T00:00:00.000,,Cusio
117654,PM10,µg/m³,100601,PM10 Urbanizzato Cusio,BG,Cusio,N         ,2011-01-01T00:00:00.000,,Cusio
117655,Biossido di Azoto,µg/m³,100602,NO2 Urbanizzato Dalmine,BG,Dalmine,N         ,2011-01-01T00:00:00.000,,Dalmine
117657,PM10,µg/m³,100602,PM10 Urbanizzato Dalmine,BG,Dalmine,N         ,2011-01-01T00:00:00.000,,Dalmine
117658,Biossido di Azoto,µg/m³,100603,NO2 Urbanizzato Dossena,BG,Dossena,N         ,2011-01-01T00:00:00.000,,Dossena
117660,PM10,µg/m³,100603,PM10 Urbanizzato Dossena,BG,Dossena,N         ,2011-01-01T00:00:00.000,,Dossena
117661,Biossido di Azoto,µg/m³,100604,NO2 Urbanizzato Endine Gaiano,BG,Endine Gaiano,N         ,2011-01-01T00:00:00.000,,Endine Gaiano
117663,PM10,µg/m³,100604,PM10 Urbanizzato Endine Gaiano,BG,Endine Gaiano,N         ,2011-01-01T00:00:00.000,,Endine Gaiano
117664,Biossido di Azoto,µg/m³,100605,NO2 Urbanizzato Entratico,BG,Entratico,N         ,2011-01-01T00:00:00.000,,Entratico
117666,PM10,µg/m³,100605,PM10 Urbanizzato Entratico,BG,Entratico,N         ,2011-01-01T00:00:00.000,,Entratico
117667,Biossido di Azoto,µg/m³,100606,NO2 Urbanizzato Fara Gera d'Adda,BG,Fara Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Fara Gera D'Adda
117669,PM10,µg/m³,100606,PM10 Urbanizzato Fara Gera d'Adda,BG,Fara Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Fara Gera D'Adda
117670,Biossido di Azoto,µg/m³,100607,NO2 Urbanizzato Fara Olivana con Sola,BG,Fara Olivana con Sola,N         ,2011-01-01T00:00:00.000,,Fara Olivana Con Sola
117672,PM10,µg/m³,100607,PM10 Urbanizzato Fara Olivana con Sola,BG,Fara Olivana con Sola,N         ,2011-01-01T00:00:00.000,,Fara Olivana Con Sola
