idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop,comune_norm
117673,Biossido di Azoto,µg/m³,100608,NO2 Urbanizzato Filago,BG,Filago,N         ,2011-01-01T00:00:00.000,,Filago
117675,PM10,µg/m³,100608,PM10 Urbanizzato Filago,BG,Filago,N         ,2011-01-01T00:00:00.000,,Filago
117676,Biossido di Azoto,µg/m³,100609,NO2 Urbanizzato Fino del Monte,BG,Fino del Monte,N         ,2011-01-01T00:00:00.000,,Fino Del Monte
117678,PM10,µg/m³,100609,PM10 Urbanizzato Fino del Monte,BG,Fino del Monte,N         ,2011-01-01T00:00:00.000,,Fino Del Monte
117679,Biossido di Azoto,µg/m³,100611,NO2 Urbanizzato Fontanella,BG,Fontanella,N         ,2011-01-01T00:00:00.000,,Fontanella
117681,PM10,µg/m³,100611,PM10 Urbanizzato Fontanella,BG,Fontanella,N         ,2011-01-01T00:00:00.000,,Fontanella
117682,Biossido di Azoto,µg/m³,100612,NO2 Urbanizzato Fonteno,BG,Fonteno,N         ,2011-01-01T00:00:00.000,,Fonteno
117684,PM10,µg/m³,100612,PM10 Urbanizzato Fonteno,BG,Fonteno,N         ,2011-01-01T00:00:00.000,,Fonteno
117685,Biossido di Azoto,µg/m³,100613,NO2 Urbanizzato Foppolo,BG,Foppolo,N         ,2011-01-01T00:00:00.000,,Foppolo
117687,PM10,µg/m³,100613,PM10 Urbanizzato Foppolo,BG,Foppolo,N         ,2011-01-01T00:00:00.000,,Foppolo
117688,Biossido di Azoto,µg/m³,100614,NO2 Urbanizzato Foresto Sparso,BG,Foresto Sparso,N         ,2011-01-01T00:00:00.000,,Foresto Sparso
117690,PM10,µg/m³,100614,PM10 Urbanizzato Foresto Sparso,BG,Foresto Sparso,N         ,2011-01-01T00:00:00.000,,Foresto Sparso
117691,Biossido di Azoto,µg/m³,100615,NO2 Urbanizzato Fornovo San Giovanni,BG,Fornovo San Giovanni,N         ,2011-01-01T00:00:00.000,,Fornovo San Giovanni
117693,PM10,µg/m³,100615,PM10 Urbanizzato Fornovo San Giovanni,BG,Fornovo San Giovanni,N         ,2011-01-01T00:00:00.000,,Fornovo San Giovanni
117694,Biossido di Azoto,µg/m³,100616,NO2 Urbanizzato Fuipiano Valle Imagna,BG,Fuipiano Valle Imagna,N         ,2011-01-01T00:00:00.000,,Fuipiano Valle Imagna
117696,PM10,µg/m³,100616,PM10 Urbanizzato Fuipiano Valle Imagna,BG,Fuipiano Valle Imagna,N         ,2011-01-01T00:00:00.000,,Fuipiano Valle Imagna
117697,Biossido di Azoto,µg/m³,100617,NO2 Urbanizzato Gandellino,BG,Gandellino,N         ,2011-01-01T00:00:00.000,,Gandellino
117699,PM10,µg/m³,100617,PM10 Urbanizzato Gandellino,BG,Gandellino,N         ,2011-01-01T00:00:00.000,,Gandellino
117700,Biossido di Azoto,µg/m³,100619,NO2 Urbanizzato Gandosso,BG,Gandosso,N         ,2011-01-01T00:00:00.000,,Gandosso
117702,PM10,µg/m³,100619,PM10 Urbanizzato Gandosso,BG,Gandosso,N         ,2011-01-01T00:00:00.000,,Gandosso
117703,Biossido di Azoto,µg/m³,100620,NO2 Urbanizzato Gaverina Terme,BG,Gaverina Terme,N         ,2011-01-01T00:00:00.000,,Gaverina Terme
117705,PM10,µg/m³,100620,PM10 Urbanizzato Gaverina Terme,BG,Gaverina Terme,N         ,2011-01-01T00:00:00.000,,Gaverina Terme
117709,Biossido di Azoto,µg/m³,100623,NO2 Urbanizzato Ghisalba,BG,Ghisalba,N         ,2011-01-01T00:00:00.000,,Ghisalba
117711,PM10,µg/m³,100623,PM10 Urbanizzato Ghisalba,BG,Ghisalba,N         ,2011-01-01T00:00:00.000,,Ghisalba
117712,Biossido di Azoto,µg/m³,100624,NO2 Urbanizzato Gorlago,BG,Gorlago,N         ,2011-01-01T00:00:00.000,,Gorlago
117714,PM10,µg/m³,100624,PM10 Urbanizzato Gorlago,BG,Gorlago,N         ,2011-01-01T00:00:00.000,,Gorlago
117715,Biossido di Azoto,µg/m³,100625,NO2 Urbanizzato Gorle,BG,Gorle,N         ,2011-01-01T00:00:00.000,,Gorle
117717,PM10,µg/m³,100625,PM10 Urbanizzato Gorle,BG,Gorle,N         ,2011-01-01T00:00:00.000,,Gorle
117718,Biossido di Azoto,µg/m³,100626,NO2 Urbanizzato Gorno,BG,Gorno,N         ,2011-01-01T00:00:00.000,,Gorno
117720,PM10,µg/m³,100626,PM10 Urbanizzato Gorno,BG,Gorno,N         ,2011-01-01T00:00:00.000,,Gorno
117721,Biossido di Azoto,µg/m³,100627,NO2 Urbanizzato Grassobbio,BG,Grassobbio,N         ,2011-01-01T00:00:00.000,,Grassobbio
117723,PM10,µg/m³,100627,PM10 Urbanizzato Grassobbio,BG,Grassobbio,N         ,2011-01-01T00:00:00.000,,Grassobbio
117724,Biossido di Azoto,µg/m³,100628,NO2 Urbanizzato Gromo,BG,Gromo,N         ,2011-01-01T00:00:00.000,,Gromo
117726,PM10,µg/m³,100628,PM10 Urbanizzato Gromo,BG,Gromo,N         ,2011-01-01T00:00:00.000,,Gromo
117727,Biossido di Azoto,µg/m³,100629,NO2 Urbanizzato Grone,BG,Grone,N         ,2011-01-01T00:00:00.000,,Grone
117729,PM10,µg/m³,100629,PM10 Urbanizzato Grone,BG,Grone,N         ,2011-01-01T00:00:00.000,,Grone
117730,Biossido di Azoto,µg/m³,100630,NO2 Urbanizzato Grumello del Monte,BG,Grumello del Monte,N         ,2011-01-01T00:00:00.000,,Grumello Del Monte
117732,PM10,µg/m³,100630,PM10 Urbanizzato Grumello del Monte,BG,Grumello del Monte,N         ,2011-01-01T00:00:00.000,,Grumello Del Monte
117733,Biossido di Azoto,µg/m³,100631,NO2 Urbanizzato Isola di Fondra,BG,Isola di Fondra,N         ,2011-01-01T00:00:00.000,,Isola Di Fondra
117735,PM10,µg/m³,100631,PM10 Urbanizzato Isola di Fondra,BG,Isola di Fondra,N         ,2011-01-01T00:00:00.000,,Isola Di Fondra
117736,Biossido di Azoto,µg/m³,100632,NO2 Urbanizzato Isso,BG,Isso,N         ,2011-01-01T00:00:00.000,,Isso
117738,PM10,µg/m³,100632,PM10 Urbanizzato Isso,BG,Isso,N         ,2011-01-01T00:00:00.000,,Isso
117739,Biossido di Azoto,µg/m³,100633,NO2 Urbanizzato Lallio,BG,Lallio,N         ,2011-01-01T00:00:00.000,,Lallio
117741,PM10,µg/m³,100633,PM10 Urbanizzato Lallio,BG,Lallio,N         ,2011-01-01T00:00:00.000,,Lallio
117742,Biossido di Azoto,µg/m³,100636,NO2 Urbanizzato Levate,BG,Levate,N         ,2011-01-01T00:00:00.000,,Levate
117744,PM10,µg/m³,100636,PM10 Urbanizzato Levate,BG,Levate,N         ,2011-01-01T00:00:00.000,,Levate
117745,Biossido di Azoto,µg/m³,100638,NO2 Urbanizzato Lovere,BG,Lovere,N         ,2011-01-01T00:00:00.000,,Lovere
117747,PM10,µg/m³,100638,PM10 Urbanizzato Lovere,BG,Lovere,N         ,2011-01-01T00:00:00.000,,Lovere
117748,Biossido di Azoto,µg/m³,100639,NO2 Urbanizzato Lurano,BG,Lurano,N         ,2011-01-01T00:00:00.000,,Lurano
117750,PM10,µg/m³,100639,PM10 Urbanizzato Lurano,BG,Lurano,N         ,2011-01-01T00:00:00.000,,Lurano
117751,Biossido di Azoto,µg/m³,100640,NO2 Urbanizzato Luzzana,BG,Luzzana,N         ,2011-01-01T00:00:00.000,,Luzzana
117753,PM10,µg/m³,100640,PM10 Urbanizzato Luzzana,BG,Luzzana,N         ,2011-01-01T00:00:00.000,,Luzzana
117754,Biossido di Azoto,µg/m³,100641,NO2 Urbanizzato Madone,BG,Madone,N         ,2011-01-01T00:00:00.000,,Madone
117756,PM10,µg/m³,100641,PM10 Urbanizzato Madone,BG,Madone,N         ,2011-01-01T00:00:00.000,,Madone
117757,Biossido di Azoto,µg/m³,100642,NO2 Urbanizzato Mapello,BG,Mapello,N         ,2011-01-01T00:00:00.000,,Mapello
117759,PM10,µg/m³,100642,PM10 Urbanizzato Mapello,BG,Mapello,N         ,2011-01-01T00:00:00.000,,Mapello
117760,Biossido di Azoto,µg/m³,100643,NO2 Urbanizzato Martinengo,BG,Martinengo,N         ,2011-01-01T00:00:00.000,,Martinengo
117762,PM10,µg/m³,100643,PM10 Urbanizzato Martinengo,BG,Martinengo,N         ,2011-01-01T00:00:00.000,,Martinengo
117763,Biossido di Azoto,µg/m³,100644,NO2 Urbanizzato Mezzoldo,BG,Mezzoldo,N         ,2011-01-01T00:00:00.000,,Mezzoldo
117765,PM10,µg/m³,100644,PM10 Urbanizzato Mezzoldo,BG,Mezzoldo,N         ,2011-01-01T00:00:00.000,,Mezzoldo
117766,Biossido di Azoto,µg/m³,100645,NO2 Urbanizzato Misano di Gera d'Adda,BG,Misano di Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Misano Di Gera D'Adda
117768,PM10,µg/m³,100645,PM10 Urbanizzato Misano di Gera d'Adda,BG,Misano di Gera d'Adda,N         ,2011-01-01T00:00:00.000,,Misano Di Gera D'Adda
117769,Biossido di Azoto,µg/m³,100646,NO2 Urbanizzato Moio de' Calvi,BG,Moio de' Calvi,N         ,2011-01-01T00:00:00.000,,Moio De' Calvi
117771,PM10,µg/m³,100646,PM10 Urbanizzato Moio de' Calvi,BG,Moio de' Calvi,N         ,2011-01-01T00:00:00.000,,Moio De' Calvi
117772,Biossido di Azoto,µg/m³,100647,NO2 Urbanizzato Monasterolo del Castello,BG,Monasterolo del Castello,N         ,2011-01-01T00:00:00.000,,Monasterolo Del Castello
117774,PM10,µg/m³,100647,PM10 Urbanizzato Monasterolo del Castello,BG,Monasterolo del Castello,N         ,2011-01-01T00:00:00.000,,Monasterolo Del Castello
117775,Biossido di Azoto,µg/m³,100648,NO2 Urbanizzato Montello,BG,Montello,N         ,2011-01-01T00:00:00.000,,Montello
117777,PM10,µg/m³,100648,PM10 Urbanizzato Montello,BG,Montello,N         ,2011-01-01T00:00:00.000,,Montello
117778,Biossido di Azoto,µg/m³,100649,NO2 Urbanizzato Morengo,BG,Morengo,N         ,2011-01-01T00:00:00.000,,Morengo
117780,PM10,µg/m³,100649,PM10 Urbanizzato Morengo,BG,Morengo,N         ,2011-01-01T00:00:00.000,,Morengo
117781,Biossido di Azoto,µg/m³,100650,NO2 Urbanizzato Mornico al Serio,BG,Mornico al Serio,N         ,2011-01-01T00:00:00.000,,Mornico Al Serio
117783,PM10,µg/m³,100650,PM10 Urbanizzato Mornico al Serio,BG,Mornico al Serio,N         ,2011-01-01T00:00:00.000,,Mornico Al Serio
117784,Biossido di Azoto,µg/m³,100651,NO2 Urbanizzato Mozzanica,BG,Mozzanica,N         ,2011-01-01T00:00:00.000,,Mozzanica
117786,PM10,µg/m³,100651,PM10 Urbanizzato Mozzanica,BG,Mozzanica,N         ,2011-01-01T00:00:00.000,,Mozzanica
117787,Biossido di Azoto,µg/m³,100652,NO2 Urbanizzato Mozzo,BG,Mozzo,N         ,2011-01-01T00:00:00.000,,Mozzo
117789,PM10,µg/m³,100652,PM10 Urbanizzato Mozzo,BG,Mozzo,N         ,2011-01-01T00:00:00.000,,Mozzo
117790,Biossido di Azoto,µg/m³,100653,NO2 Urbanizzato Nembro,BG,Nembro,N         ,2011-01-01T00:00:00.000,,Nembro
117792,PM10,µg/m³,100653,PM10 Urbanizzato Nembro,BG,Nembro,N         ,2011-01-01T00:00:00.000,,Nembro
117793,Biossido di Azoto,µg/m³,100654,NO2 Urbanizzato Olmo al Brembo,BG,Olmo al Brembo,N         ,2011-01-01T00:00:00.000,,Olmo Al Brembo
117795,PM10,µg/m³,100654,PM10 Urbanizzato Olmo al Brembo,BG,Olmo al Brembo,N         ,2011-01-01T00:00:00.000,,Olmo Al Brembo
117796,Biossido di Azoto,µg/m³,100655,NO2 Urbanizzato Oltre il Colle,BG,Oltre il Colle,N         ,2011-01-01T00:00:00.000,,Oltre Il Colle
117798,PM10,µg/m³,100655,PM10 Urbanizzato Oltre il Colle,BG,Oltre il Colle,N         ,2011-01-01T00:00:00.000,,Oltre Il Colle
117799,Biossido di Azoto,µg/m³,100656,NO2 Urbanizzato Oltressenda Alta,BG,Oltressenda Alta,N         ,2011-01-01T00:00:00.000,,Oltressenda Alta
117801,PM10,µg/m³,100656,PM10 Urbanizzato Oltressenda Alta,BG,Oltressenda Alta,N         ,2011-01-01T00:00:00.000,,Oltressenda Alta
117802,Biossido di Azoto,µg/m³,100657,NO2 Urbanizzato Oneta,BG,Oneta,N         ,2011-01-01T00:00:00.000,,Oneta
117804,PM10,µg/m³,100657,PM10 Urbanizzato Oneta,BG,Oneta,N         ,2011-01-01T00:00:00.000,,Oneta
117805,Biossido di Azoto,µg/m³,100658,NO2 Urbanizzato Onore,BG,Onore,N         ,2011-01-01T00:00:00.000,,Onore
117807,PM10,µg/m³,100658,PM10 Urbanizzato Onore,BG,Onore,N         ,2011-01-01T00:00:00.000,,Onore
117808,Biossido di Azoto,µg/m³,100659,NO2 Urbanizzato Orio al Serio,BG,Orio al Serio,N         ,2011-01-01T00:00:00.000,,Orio Al Serio
117810,PM10,µg/m³,100659,PM10 Urbanizzato Orio al Serio,BG,Orio al Serio,N         ,2011-01-01T00:00:00.000,,Orio Al Serio
117811,Biossido di Azoto,µg/m³,100660,NO2 Urbanizzato Ornica,BG,Ornica,N         ,2011-01-01T00:00:00.000,,Ornica
117813,PM10,µg/m³,100660,PM10 Urbanizzato Ornica,BG,Ornica,N         ,2011-01-01T00:00:00.000,,Ornica
117814,Biossido di Azoto,µg/m³,100661,NO2 Urbanizzato Osio Sopra,BG,Osio Sopra,N         ,2011-01-01T00:00:00.000,,Osio Sopra
117816,PM10,µg/m³,100661,PM10 Urbanizzato Osio Sopra,BG,Osio Sopra,N         ,2011-01-01T00:00:00.000,,Osio Sopra
117817,Biossido di Azoto,µg/m³,100662,NO2 Urbanizzato Osio Sotto,BG,Osio Sotto,N         ,2011-01-01T00:00:00.000,,Osio Sotto
117819,PM10,µg/m³,100662,PM10 Urbanizzato Osio Sotto,BG,Osio Sotto,N         ,2011-01-01T00:00:00.000,,Osio Sotto
117820,Biossido di Azoto,µg/m³,100663,NO2 Urbanizzato Pagazzano,BG,Pagazzano,N         ,2011-01-01T00:00:00.000,,Pagazzano
117822,PM10,µg/m³,100663,PM10 Urbanizzato Pagazzano,BG,Pagazzano,N         ,2011-01-01T00:00:00.000,,Pagazzano
117823,Biossido di Azoto,µg/m³,100664,NO2 Urbanizzato Paladina,BG,Paladina,N         ,2011-01-01T00:00:00.000,,Paladina
117825,PM10,µg/m³,100664,PM10 Urbanizzato Paladina,BG,Paladina,N         ,2011-01-01T00:00:00.000,,Paladina
117826,Biossido di Azoto,µg/m³,100665,NO2 Urbanizzato Palazzago,BG,Palazzago,N         ,2011-01-01T00:00:00.000,,Palazzago
117828,PM10,µg/m³,100665,PM10 Urbanizzato Palazzago,BG,Palazzago,N         ,2011-01-01T00:00:00.000,,Palazzago
117829,Biossido di Azoto,µg/m³,100666,NO2 Urbanizzato Palosco,BG,Palosco,N         ,2011-01-01T00:00:00.000,,Palosco
117831,PM10,µg/m³,100666,PM10 Urbanizzato Palosco,BG,Palosco,N         ,2011-01-01T00:00:00.000,,Palosco
117832,Biossido di Azoto,µg/m³,100667,NO2 Urbanizzato Parre,BG,Parre,N         ,2011-01-01T00:00:00.000,,Parre
117834,PM10,µg/m³,100667,PM10 Urbanizzato Parre,BG,Parre,N         ,2011-01-01T00:00:00.000,,Parre
117835,Biossido di Azoto,µg/m³,100668,NO2 Urbanizzato Parzanica,BG,Parzanica,N         ,2011-01-01T00:00:00.000,,Parzanica
117837,PM10,µg/m³,100668,PM10 Urbanizzato Parzanica,BG,Parzanica,N         ,2011-01-01T00:00:00.000,,Parzanica
117838,Biossido di Azoto,µg/m³,100669,NO2 Urbanizzato Pedrengo,BG,Pedrengo,N         ,2011-01-01T00:00:00.000,,Pedrengo
117840,PM10,µg/m³,100669,PM10 Urbanizzato Pedrengo,BG,Pedrengo,N         ,2011-01-01T00:00:00.000,,Pedrengo
117841,Biossido di Azoto,µg/m³,100670,NO2 Urbanizzato Peia,BG,Peia,N         ,2011-01-01T00:00:00.000,,Peia
117843,PM10,µg/m³,100670,PM10 Urbanizzato Peia,BG,Peia,N         ,2011-01-01T00:00:00.000,,Peia
117844,Biossido di Azoto,µg/m³,100671,NO2 Urbanizzato Pianico,BG,Pianico,N         ,2011-01-01T00:00:00.000,,Pianico
117846,PM10,µg/m³,100671,PM10 Urbanizzato Pianico,BG,Pianico,N         ,2011-01-01T00:00:00.000,,Pianico
117847,Biossido di Azoto,µg/m³,100674,NO2 Urbanizzato Piazzatorre,BG,Piazzatorre,N         ,2011-01-01T00:00:00.000,,Piazzatorre
117849,PM10,µg/m³,100674,PM10 Urbanizzato Piazzatorre,BG,Piazzatorre,N         ,2011-01-01T00:00:00.000,,Piazzatorre
117850,Biossido di Azoto,µg/m³,100675,NO2 Urbanizzato Piazzolo,BG,Piazzolo,N         ,2011-01-01T00:00:00.000,,Piazzolo
117852,PM10,µg/m³,100675,PM10 Urbanizzato Piazzolo,BG,Piazzolo,N         ,2011-01-01T00:00:00.000,,Piazzolo
117853,Biossido di Azoto,µg/m³,100676,NO2 Urbanizzato Pognano,BG,Pognano,N         ,2011-01-01T00:00:00.000,,Pognano
117855,PM10,µg/m³,100676,PM10 Urbanizzato Pognano,BG,Pognano,N         ,2011-01-01T00:00:00.000,,Pognano
117856,Biossido di Azoto,µg/m³,100678,NO2 Urbanizzato Ponteranica,BG,Ponteranica,N         ,2011-01-01T00:00:00.000,,Ponteranica
117858,PM10,µg/m³,100678,PM10 Urbanizzato Ponteranica,BG,Ponteranica,N         ,2011-01-01T00:00:00.000,,Ponteranica
117859,Biossido di Azoto,µg/m³,100679,NO2 Urbanizzato Ponte San Pietro,BG,Ponte San Pietro,N         ,2011-01-01T00:00:00.000,,Ponte San Pietro
117861,PM10,µg/m³,100679,PM10 Urbanizzato Ponte San Pietro,BG,Ponte San Pietro,N         ,2011-01-01T00:00:00.000,,Ponte San Pietro
117862,Biossido di Azoto,µg/m³,100680,NO2 Urbanizzato Pontida,BG,Pontida,N         ,2011-01-01T00:00:00.000,,Pontida
117864,PM10,µg/m³,100680,PM10 Urbanizzato Pontida,BG,Pontida,N         ,2011-01-01T00:00:00.000,,Pontida
117865,Biossido di Azoto,µg/m³,100681,NO2 Urbanizzato Pontirolo Nuovo,BG,Pontirolo Nuovo,N         ,2011-01-01T00:00:00.000,,Pontirolo Nuovo
117867,PM10,µg/m³,100681,PM10 Urbanizzato Pontirolo Nuovo,BG,Pontirolo Nuovo,N         ,2011-01-01T00:00:00.000,,Pontirolo Nuovo
117868,Biossido di Azoto,µg/m³,100682,NO2 Urbanizzato Pradalunga,BG,Pradalunga,N         ,2011-01-01T00:00:00.000,,Pradalunga
117870,PM10,µg/m³,100682,PM10 Urbanizzato Pradalunga,BG,Pradalunga,N         ,2011-01-01T00:00:00.000,,Pradalunga
117871,Biossido di Azoto,µg/m³,100683,NO2 Urbanizzato Predore,BG,Predore,N         ,2011-01-01T00:00:00.000,,Predore
117873,PM10,µg/m³,100683,PM10 Urbanizzato Predore,BG,Predore,N         ,2011-01-01T00:00:00.000,,Predore
117874,Biossido di Azoto,µg/m³,100684,NO2 Urbanizzato Premolo,BG,Premolo,N         ,2011-01-01T00:00:00.000,,Premolo
117876,PM10,µg/m³,100684,PM10 Urbanizzato Premolo,BG,Premolo,N         ,2011-01-01T00:00:00.000,,Premolo
117877,Biossido di Azoto,µg/m³,100685,NO2 Urbanizzato Presezzo,BG,Presezzo,N         ,2011-01-01T00:00:00.000,,Presezzo
117879,PM10,µg/m³,100685,PM10 Urbanizzato Presezzo,BG,Presezzo,N         ,2011-01-01T00:00:00.000,,Presezzo
117880,Biossido di Azoto,µg/m³,100686,NO2 Urbanizzato Pumenengo,BG,Pumenengo,N         ,2011-01-01T00:00:00.000,,Pumenengo
117882,PM10,µg/m³,100686,PM10 Urbanizzato Pumenengo,BG,Pumenengo,N         ,2011-01-01T00:00:00.000,,Pumenengo
117883,Biossido di Azoto,µg/m³,100687,NO2 Urbanizzato Ranica,BG,Ranica,N         ,2011-01-01T00:00:00.000,,Ranica
117885,PM10,µg/m³,100687,PM10 Urbanizzato Ranica,BG,Ranica,N         ,2011-01-01T00:00:00.000,,Ranica
117886,Biossido di Azoto,µg/m³,100688,NO2 Urbanizzato Ranzanico,BG,Ranzanico,N         ,2011-01-01T00:00:00.000,,Ranzanico
117888,PM10,µg/m³,100688,PM10 Urbanizzato Ranzanico,BG,Ranzanico,N         ,2011-01-01T00:00:00.000,,Ranzanico
117889,Biossido di Azoto,µg/m³,100689,NO2 Urbanizzato Riva di Solto,BG,Riva di Solto,N         ,2011-01-01T00:00:00.000,,Riva Di Solto
117891,PM10,µg/m³,100689,PM10 Urbanizzato Riva di Solto,BG,Riva di Solto,N         ,2011-01-01T00:00:00.000,,Riva Di Solto
117892,Biossido di Azoto,µg/m³,100691,NO2 Urbanizzato Romano di Lombardia,BG,Romano di Lombardia,N         ,2011-01-01T00:00:00.000,,Romano Di Lombardia
117894,PM10,µg/m³,100691,PM10 Urbanizzato Romano di Lombardia,BG,Romano di Lombardia,N         ,2011-01-01T00:00:00.000,,Romano Di Lombardia
117895,Biossido di Azoto,µg/m³,100692,NO2 Urbanizzato Roncobello,BG,Roncobello,N         ,2011-01-01T00:00:00.000,,Roncobello
117897,PM10,µg/m³,100692,PM10 Urbanizzato Roncobello,BG,Roncobello,N         ,2011-01-01T00:00:00.000,,Roncobello
117898,Biossido di Azoto,µg/m³,100693,NO2 Urbanizzato Roncola,BG,Roncola,N         ,2011-01-01T00:00:00.000,,Roncola
117900,PM10,µg/m³,100693,PM10 Urbanizzato Roncola,BG,Roncola,N         ,2011-01-01T00:00:00.000,,Roncola
117901,Biossido di Azoto,µg/m³,100695,NO2 Urbanizzato Rovetta,BG,Rovetta,N         ,2011-01-01T00:00:00.000,,Rovetta
117903,PM10,µg/m³,100695,PM10 Urbanizzato Rovetta,BG,Rovetta,N         ,2011-01-01T00:00:00.000,,Rovetta
117904,Biossido di Azoto,µg/m³,100697,NO2 Urbanizzato San Paolo d'Argon,BG,San Paolo d'Argon,N         ,2011-01-01T00:00:00.000,,San Paolo D'Argon
117906,PM10,µg/m³,100697,PM10 Urbanizzato San Paolo d'Argon,BG,San Paolo d'Argon,N         ,2011-01-01T00:00:00.000,,San Paolo D'Argon
117907,Biossido di Azoto,µg/m³,100699,NO2 Urbanizzato Santa Brigida,BG,Santa Brigida,N         ,2011-01-01T00:00:00.000,,Santa Brigida
117909,PM10,µg/m³,100699,PM10 Urbanizzato Santa Brigida,BG,Santa Brigida,N         ,2011-01-01T00:00:00.000,,Santa Brigida
117910,Biossido di Azoto,µg/m³,100701,NO2 Urbanizzato Sarnico,BG,Sarnico,N         ,2011-01-01T00:00:00.000,,Sarnico
117912,PM10,µg/m³,100701,PM10 Urbanizzato Sarnico,BG,Sarnico,N         ,2011-01-01T00:00:00.000,,Sarnico
117913,Biossido di Azoto,µg/m³,100702,NO2 Urbanizzato Scanzorosciate,BG,Scanzorosciate,N         ,2011-01-01T00:00:00.000,,Scanzorosciate
117915,PM10,µg/m³,100702,PM10 Urbanizzato Scanzorosciate,BG,Scanzorosciate,N         ,2011-01-01T00:00:00.000,,Scanzorosciate
117916,Biossido di Azoto,µg/m³,100703,NO2 Urbanizzato Schilpario,BG,Schilpario,N         ,2011-01-01T00:00:00.000,,Schilpario
117918,PM10,µg/m³,100703,PM10 Urbanizzato Schilpario,BG,Schilpario,N         ,2011-01-01T00:00:00.000,,Schilpario
117919,Biossido di Azoto,µg/m³,100705,NO2 Urbanizzato Selvino,BG,Selvino,N         ,2011-01-01T00:00:00.000,,Selvino
117921,PM10,µg/m³,100705,PM10 Urbanizzato Selvino,BG,Selvino,N         ,2011-01-01T00:00:00.000,,Selvino
117922,Biossido di Azoto,µg/m³,100706,NO2 Urbanizzato Seriate,BG,Seriate,N         ,2011-01-01T00:00:00.000,,Seriate
117924,PM10,µg/m³,100706,PM10 Urbanizzato Seriate,BG,Seriate,N         ,2011-01-01T00:00:00.000,,Seriate
117925,Biossido di Azoto,µg/m³,100707,NO2 Urbanizzato Serina,BG,Serina,N         ,2011-01-01T00:00:00.000,,Serina
117927,PM10,µg/m³,100707,PM10 Urbanizzato Serina,BG,Serina,N         ,2011-01-01T00:00:00.000,,Serina
117928,Biossido di Azoto,µg/m³,100708,NO2 Urbanizzato Solto Collina,BG,Solto Collina,N         ,2011-01-01T00:00:00.000,,Solto Collina
117930,PM10,µg/m³,100708,PM10 Urbanizzato Solto Collina,BG,Solto Collina,N         ,2011-01-01T00:00:00.000,,Solto Collina
117931,Biossido di Azoto,µg/m³,100709,NO2 Urbanizzato Songavazzo,BG,Songavazzo,N         ,2011-01-01T00:00:00.000,,Songavazzo
117933,PM10,µg/m³,100709,PM10 Urbanizzato Songavazzo,BG,Songavazzo,N         ,2011-01-01T00:00:00.000,,Songavazzo
117934,Biossido di Azoto,µg/m³,100710,NO2 Urbanizzato Sorisole,BG,Sorisole,N         ,2011-01-01T00:00:00.000,,Sorisole
117936,PM10,µg/m³,100710,PM10 Urbanizzato Sorisole,BG,Sorisole,N         ,2011-01-01T00:00:00.000,,Sorisole
117937,Biossido di Azoto,µg/m³,100711,NO2 Urbanizzato Sotto il Monte Giovanni XXIII,BG,Sotto il Monte Giovanni XXIII,N         ,2011-01-01T00:00:00.000,,Sotto Il Monte Giovanni Xxiii
117939,PM10,µg/m³,100711,PM10 Urbanizzato Sotto il Monte Giovanni XXIII,BG,Sotto il Monte Giovanni XXIII,N         ,2011-01-01T00:00:00.000,,Sotto Il Monte Giovanni Xxiii
117940,Biossido di Azoto,µg/m³,100712,NO2 Urbanizzato Sovere,BG,Sovere,N         ,2011-01-01T00:00:00.000,,Sovere
117942,PM10,µg/m³,100712,PM10 Urbanizzato Sovere,BG,Sovere,N         ,2011-01-01T00:00:00.000,,Sovere
117943,Biossido di Azoto,µg/m³,100713,NO2 Urbanizzato Spinone al Lago,BG,Spinone al Lago,N         ,2011-01-01T00:00:00.000,,Spinone Al Lago
117945,PM10,µg/m³,100713,PM10 Urbanizzato Spinone al Lago,BG,Spinone al Lago,N         ,2011-01-01T00:00:00.000,,Spinone Al Lago
